band,paradigm,good_lemma,bad_lemma,bad_active_class,n_frames,good_lemma_zipf,bad_lemma_zipf,mean_lemma_zipf,mean_form_zipf,mean_margin,accuracy,verb_margin,suffix_margin,by_margin,good_verb_tokens,bad_verb_tokens
xtail,passive_1,extirpate,vegetate,released_inventory,2,1.64,1.58,1.6099999999999999,2.165,2.6526987864635885,1.0,1.9050036552362144,0.7476951312273741,0.0573582649230957,4,2
xtail,passive_1,filch,smolder,released_inventory,2,1.97,2.01,1.9899999999999998,1.605,10.113172226585448,1.0,4.401237853802741,5.711934372782707,0.05274045467376709,2,3
xtail,passive_1,garland,banter,released_inventory,2,3.46,3.48,3.4699999999999998,1.85,6.881324809975922,1.0,7.255949375219643,-0.374624565243721,-0.5112395882606506,3,3
xtail,passive_1,gull,desist,released_inventory,2,3.0,3.05,3.025,1.52,10.129303723573685,1.0,3.6650009155273438,6.464302808046341,0.8924513459205627,2,2
xtail,passive_1,guzzle,commiserate,released_inventory,2,2.16,2.21,2.185,1.7,5.345568208023906,1.0,5.854756681248546,-0.5091884732246399,-0.586913526058197,3,3
xtail,passive_1,heft,hibernate,released_inventory,2,2.75,2.7,2.725,1.585,9.308486697380431,1.0,5.654727217857726,3.653759479522705,0.990801215171814,3,4
xtail,passive_1,immolate,vacillate,released_inventory,2,1.73,1.77,1.75,1.9249999999999998,11.082960605621338,1.0,5.228874683380127,5.854085922241211,2.766661286354065,2,3
xtail,passive_1,incriminate,sulk,released_inventory,2,2.58,2.55,2.565,2.025,8.632438823580742,1.0,5.7040262669324875,2.9284125566482544,1.0050166249275208,3,2
xtail,passive_1,lard,fizz,released_inventory,2,2.98,2.98,2.98,1.5550000000000002,2.4496031999588013,1.0,6.345701694488525,-3.896098494529724,-2.505882143974304,2,3
xtail,passive_1,lather,slouch,released_inventory,2,2.72,2.7,2.71,2.04,5.784943602979183,1.0,1.1692740768194199,4.615669526159763,2.027188301086426,2,2
xtail,passive_1,lug,drool,released_inventory,2,3.09,3.04,3.065,2.1399999999999997,9.676259214291349,1.0,8.02122981310822,1.6550294011831284,0.9956285953521729,2,3
xtail,passive_1,mistrust,coexist,released_inventory,2,3.06,3.04,3.05,2.145,8.144580766558647,1.0,5.050176963210106,3.0944038033485413,2.2234450578689575,3,3
xtail,passive_1,mulch,bustle,released_inventory,2,2.9,2.98,2.94,1.835,2.2414983276976272,1.0,2.5519479223294184,-0.3104495946317911,-0.562688946723938,2,2
xtail,passive_1,obviate,teem,released_inventory,2,2.11,2.07,2.09,1.75,12.254877552157268,1.0,8.702995672589168,3.5518818795681,1.6908329129219055,3,2
xtail,passive_1,ogle,wallow,released_inventory,2,2.69,2.8,2.745,1.8599999999999999,5.7863644659519196,1.0,2.2246882617473602,3.5616762042045593,2.6016308665275574,2,2
xtail,passive_1,outshine,gape,released_inventory,2,2.51,2.54,2.525,2.0549999999999997,3.944035142660141,1.0,1.267522394657135,2.676512748003006,2.3404124975204468,3,2
xtail,passive_1,perm,fawn,released_inventory,2,3.12,3.02,3.0700000000000003,1.88,13.524972466751933,1.0,8.44257864356041,5.0823938231915236,-0.044927358627319336,2,3
xtail,passive_1,pigeonhole,hitchhike,released_inventory,2,2.2,2.18,2.1900000000000004,2.13,5.4047468228964135,1.0,2.538396109826863,2.8663507130695507,0.6753085851669312,4,3
xtail,passive_1,placate,crackle,released_inventory,2,2.77,2.78,2.775,2.1550000000000002,7.172557421028614,1.0,2.9082304313778877,4.264326989650726,0.6715410351753235,2,2
xtail,passive_1,prise,jut,released_inventory,2,2.45,2.54,2.495,1.82,3.467673372477293,1.0,3.270696472376585,0.196976900100708,-1.8922994136810303,2,3
xtail,passive_1,rearm,totter,released_inventory,2,2.14,2.15,2.145,1.67,12.109647266566753,1.0,7.635801248252392,4.473846018314362,0.8331183195114136,2,2
xtail,passive_1,recompense,leer,released_inventory,2,2.62,2.59,2.605,1.67,9.0249965749681,1.0,4.241543080657721,4.783453494310379,1.7341265678405762,3,2
xtail,passive_1,redress,pant,released_inventory,2,3.15,3.18,3.165,1.9699999999999998,7.144308030605316,1.0,6.248887836933136,0.8954201936721802,0.8333632946014404,2,2
xtail,passive_1,regale,writhe,released_inventory,2,2.27,2.24,2.255,2.115,9.331548541784286,1.0,6.088396400213242,3.243152141571045,0.21387040615081787,2,2
xtail,passive_1,reproach,whiz,released_inventory,2,2.94,2.9,2.92,2.1550000000000002,8.660712972283363,1.0,3.630347326397896,5.0303656458854675,1.3049617409706116,2,3
xtail,passive_1,reprove,remonstrate,released_inventory,2,1.79,1.81,1.8,1.855,0.9812066778540611,1.0,-0.2402803674340248,1.221487045288086,-0.34021711349487305,2,3
xtail,passive_1,resupply,slog,released_inventory,2,2.88,2.87,2.875,1.9049999999999998,12.681579992175102,1.0,5.691661858931184,6.989918133243918,4.230075776576996,3,2
xtail,passive_1,shoo,quiver,released_inventory,2,2.85,2.84,2.8449999999999998,1.9949999999999999,4.409596186131239,1.0,5.654510956257582,-1.2449147701263428,-2.8613932728767395,3,2
xtail,passive_1,shoplift,eventuate,released_inventory,2,2.09,2.1,2.0949999999999998,1.9249999999999998,12.662564285972621,1.0,9.159874149539974,3.5026901364326477,-1.5903905630111694,4,2
xtail,passive_1,stopper,quack,released_inventory,2,3.09,3.06,3.075,1.355,6.156443474814296,1.0,5.0861631613224745,1.0702803134918213,-0.660293698310852,2,2
xtail,passive_1,suckle,defecate,released_inventory,2,2.33,2.4,2.365,1.94,2.303164977580309,1.0,1.128935370594263,1.1742296069860458,1.8272507637739182,2,3
xtail,passive_1,sunder,eavesdrop,released_inventory,2,2.47,2.48,2.475,1.93,13.923274659086019,1.0,6.096909009385854,7.826365649700165,1.0770959258079529,2,4
xtail,passive_1,swaddle,decamp,released_inventory,2,2.19,2.18,2.185,2.09,8.918340449221432,1.0,9.853993480093777,-0.935653030872345,-1.6680916547775269,3,2
xtail,passive_1,tithe,putter,released_inventory,2,2.88,2.91,2.895,1.35,1.1181761920452118,1.0,0.8815433979034424,0.2366327941417694,-0.42926204204559326,2,2
xtail,passive_1,unlatch,burgeon,released_inventory,2,1.58,1.65,1.615,1.7650000000000001,9.377619578677695,1.0,5.472712132323068,3.9049074463546276,-1.3426845073699951,3,3
xtail,passive_1,wad,shimmer,released_inventory,2,3.06,2.98,3.02,1.87,3.327408045530319,1.0,2.8634239733219147,0.46398407220840454,-2.8410056233406067,2,3
xtail,passive_1,wag,bask,released_inventory,2,3.03,2.93,2.98,2.085,12.552655786275864,1.0,7.476637780666351,5.076018005609512,1.3825995922088623,2,2
xtail,passive_1,wallop,gloat,released_inventory,2,2.62,2.62,2.62,1.92,5.551491737365723,1.0,2.0761280059814453,3.4753637313842773,0.7316275238990784,2,2
xtail,passive_2,blab,loll,released_inventory,2,2.29,2.25,2.27,1.74,4.935376325622201,1.0,3.907649317756295,1.0277270078659058,0.0,3,2
xtail,passive_2,blaspheme,seethe,released_inventory,2,2.16,2.18,2.17,1.915,5.76960526604671,1.0,4.753818975877948,1.0157862901687622,0.0,4,3
xtail,passive_2,clout,grouse,released_inventory,2,3.23,3.14,3.185,1.49,3.6270644776523113,1.0,2.6770718209445477,0.9499926567077637,0.0,3,2
xtail,passive_2,crate,lumber,released_inventory,2,3.47,3.59,3.5300000000000002,2.18,2.246528934687376,1.0,1.1911489479243755,1.0553799867630005,0.0,2,2
xtail,passive_2,daub,resound,released_inventory,2,2.16,2.27,2.215,2.005,3.5902623175934423,1.0,6.136014962132322,-2.5457526445388794,0.0,3,2
xtail,passive_2,debug,tingle,released_inventory,2,2.86,2.86,2.86,1.77,6.633086535148323,1.0,6.236879679374397,0.3962068557739258,0.0,2,2
xtail,passive_2,disabuse,sidle,released_inventory,2,2.01,2.0,2.005,1.77,7.743481592275202,1.0,4.339969472028315,3.403512120246887,0.0,3,2
xtail,passive_2,disgorge,exult,released_inventory,2,1.78,1.8,1.79,1.705,5.752682338876184,1.0,5.882263551873621,-0.12958121299743652,0.0,3,3
xtail,passive_2,disquiet,goggle,released_inventory,2,2.5,2.43,2.465,1.56,6.275486847385764,1.0,6.582087775692344,-0.3066009283065796,0.0,3,3
xtail,passive_2,doff,salivate,released_inventory,2,2.11,2.12,2.115,1.47,8.844942823634483,1.0,8.563883200869896,0.2810596227645874,0.0,3,2
xtail,passive_2,edify,toddle,released_inventory,2,1.96,1.89,1.9249999999999998,1.5550000000000002,7.049225211143494,1.0,4.345249891281128,2.7039753198623657,0.0,2,2
xtail,passive_2,espy,scram,released_inventory,2,2.32,2.35,2.335,1.305,-2.9037612937390804,0.0,-1.5645103715360165,-1.339250922203064,0.0,2,3
xtail,passive_2,extirpate,vegetate,released_inventory,2,1.64,1.58,1.6099999999999999,2.165,2.21236192015931,1.0,1.9050036552362144,0.3073582649230957,0.0,4,2
xtail,passive_2,filch,smolder,released_inventory,2,1.97,2.01,1.9899999999999998,1.605,4.735228248871863,1.0,4.401237853802741,0.3339903950691223,0.0,2,3
xtail,passive_2,garland,banter,released_inventory,2,3.46,3.48,3.4699999999999998,1.85,8.807209846563637,1.0,7.255949375219643,1.5512604713439941,0.0,3,3
xtail,passive_2,gull,desist,released_inventory,2,3.0,3.05,3.025,1.52,3.8699523210525513,1.0,3.6650009155273438,0.20495140552520752,0.0,2,2
xtail,passive_2,guzzle,commiserate,released_inventory,2,2.16,2.21,2.185,1.7,5.392843214794993,1.0,5.854756681248546,-0.46191346645355225,0.0,3,3
xtail,passive_2,heft,hibernate,released_inventory,2,2.75,2.7,2.725,1.585,4.83302843302954,1.0,5.654727217857726,-0.821698784828186,0.0,3,4
xtail,passive_2,immolate,vacillate,released_inventory,2,1.73,1.77,1.75,1.9249999999999998,6.558036029338837,1.0,5.228874683380127,1.3291613459587097,0.0,2,3
xtail,passive_2,incriminate,sulk,released_inventory,2,2.58,2.55,2.565,2.025,4.521543070673943,1.0,5.7040262669324875,-1.182483196258545,0.0,3,2
xtail,passive_2,lard,fizz,released_inventory,2,2.98,2.98,2.98,1.5550000000000002,4.371069550514221,1.0,6.345701694488525,-1.9746321439743042,0.0,2,3
xtail,passive_2,lather,slouch,released_inventory,2,2.72,2.7,2.71,2.04,0.38396237790584564,1.0,1.1692740768194199,-0.7853116989135742,0.0,2,2
xtail,passive_2,lug,drool,released_inventory,2,3.09,3.04,3.065,2.1399999999999997,4.798108527669683,1.0,8.02122981310822,-3.2231212854385376,0.0,2,3
xtail,passive_2,mistrust,coexist,released_inventory,2,3.06,3.04,3.05,2.145,6.742372021079063,1.0,5.050176963210106,1.6921950578689575,0.0,3,3
xtail,passive_2,mulch,bustle,released_inventory,2,2.9,2.98,2.94,1.835,3.333008856396191,1.0,2.5519479223294184,0.7810609340667725,0.0,2,2
xtail,passive_2,obviate,teem,released_inventory,2,2.11,2.07,2.09,1.75,9.425078525906429,1.0,8.702995672589168,0.7220828533172607,0.0,3,2
xtail,passive_2,ogle,wallow,released_inventory,2,2.69,2.8,2.745,1.8599999999999999,4.263819068670273,1.0,2.2246882617473602,2.0391308069229126,0.0,2,2
xtail,passive_2,outshine,gape,released_inventory,2,2.51,2.54,2.525,2.0549999999999997,1.0141848921775818,1.0,1.267522394657135,-0.2533375024795532,0.0,3,2
xtail,passive_2,perm,fawn,released_inventory,2,3.12,3.02,3.0700000000000003,1.88,9.14765128493309,1.0,8.44257864356041,0.7050726413726807,0.0,2,3
xtail,passive_2,pigeonhole,hitchhike,released_inventory,2,2.2,2.18,2.1900000000000004,2.13,4.182454456575215,1.0,2.538396109826863,1.644058346748352,0.0,4,3
xtail,passive_2,placate,crackle,released_inventory,2,2.77,2.78,2.775,2.1550000000000002,4.7672716453671455,1.0,2.9082304313778877,1.8590412139892578,0.0,2,2
xtail,passive_2,prise,jut,released_inventory,2,2.45,2.54,2.495,1.82,1.6283970586955547,1.0,3.270696472376585,-1.6422994136810303,0.0,2,3
xtail,passive_2,rearm,totter,released_inventory,2,2.14,2.15,2.145,1.67,8.375169567763805,1.0,7.635801248252392,0.7393683195114136,0.0,2,2
xtail,passive_2,recompense,leer,released_inventory,2,2.62,2.59,2.605,1.67,7.163169648498297,1.0,4.241543080657721,2.921626567840576,0.0,3,2
xtail,passive_2,redress,pant,released_inventory,2,3.15,3.18,3.165,1.9699999999999998,8.519751071929932,1.0,6.248887836933136,2.2708632349967957,0.0,2,2
xtail,passive_2,regale,writhe,released_inventory,2,2.27,2.24,2.255,2.115,4.896016925573349,1.0,6.088396400213242,-1.1923794746398926,0.0,2,2
xtail,passive_2,reproach,whiz,released_inventory,2,2.94,2.9,2.92,2.1550000000000002,5.247809007763863,1.0,3.630347326397896,1.6174616813659668,0.0,2,3
xtail,passive_2,reprove,remonstrate,released_inventory,2,1.79,1.81,1.8,1.855,1.3257525190711021,1.0,-0.2402803674340248,1.566032886505127,0.0,2,3
xtail,passive_2,resupply,slog,released_inventory,2,2.88,2.87,2.875,1.9049999999999998,8.577987575903535,1.0,5.691661858931184,2.886325716972351,0.0,3,2
xtail,passive_2,shoo,quiver,released_inventory,2,2.85,2.84,2.8449999999999998,1.9949999999999999,4.730617742985487,1.0,5.654510956257582,-0.9238932132720947,0.0,3,2
xtail,passive_2,shoplift,eventuate,released_inventory,2,2.09,2.1,2.0949999999999998,1.9249999999999998,10.319483586528804,1.0,9.159874149539974,1.1596094369888306,0.0,4,2
xtail,passive_2,stopper,quack,released_inventory,2,3.09,3.06,3.075,1.355,5.019619463011622,1.0,5.0861631613224745,-0.06654369831085205,0.0,2,2
xtail,passive_2,suckle,defecate,released_inventory,2,2.33,2.4,2.365,1.94,-0.13756391033530235,0.5,1.128935370594263,-1.2664992809295654,0.0,2,3
xtail,passive_2,sunder,eavesdrop,released_inventory,2,2.47,2.48,2.475,1.93,9.205255173612386,1.0,6.096909009385854,3.108346164226532,0.0,2,4
xtail,passive_2,swaddle,decamp,released_inventory,2,2.19,2.18,2.185,2.09,8.34215182531625,1.0,9.853993480093777,-1.5118416547775269,0.0,3,2
xtail,passive_2,tithe,putter,released_inventory,2,2.88,2.91,2.895,1.35,2.1710314750671387,1.0,0.8815433979034424,1.2894880771636963,0.0,2,2
xtail,passive_2,unlatch,burgeon,released_inventory,2,1.58,1.65,1.615,1.7650000000000001,6.348777684557717,1.0,5.472712132323068,0.8760655522346497,0.0,3,3
xtail,passive_2,wad,shimmer,released_inventory,2,3.06,2.98,3.02,1.87,1.5224184095859528,0.5,2.8634239733219147,-1.341005563735962,0.0,2,3
xtail,passive_2,wag,bask,released_inventory,2,3.03,2.93,2.98,2.085,7.452987372875214,1.0,7.476637780666351,-0.023650407791137695,0.0,2,2
xtail,passive_2,wallop,gloat,released_inventory,2,2.62,2.62,2.62,1.92,3.464005708694458,1.0,2.0761280059814453,1.3878777027130127,0.0,2,2
