paradigm,metric,difference,ci_lo,ci_hi
passive_1,mean_margin,2.152186016180562,0.8090081054518494,3.5257179937447205
passive_1,accuracy,0.010000000000000009,0.0,0.030000000000000027
passive_2,mean_margin,1.7481153560315628,0.32349579917258087,3.164020105733921
passive_2,accuracy,0.040000000000000036,0.0,0.08999999999999997
