paradigm,bad_active_class,n_verb_pairs,accuracy,mean_margin,margin_ci_lo,margin_ci_hi
passive_1,clausal_complement,1,1.0,9.917145013809204,9.917145013809204,9.917145013809204
passive_1,optional_preposition,7,1.0,8.968150446457523,7.190645687282085,10.645971274801663
passive_1,preferred_preposition,2,1.0,10.134263560175896,7.182162255048752,13.08636486530304
passive_1,simple_intransitive,16,1.0,9.351464617531747,7.907548179384321,10.698469643015414
passive_2,clausal_complement,1,1.0,7.218865633010864,7.218865633010864,7.218865633010864
passive_2,optional_preposition,7,1.0,7.904846974781582,6.0200070313044955,9.581701380865914
passive_2,preferred_preposition,2,1.0,9.035816729068756,5.2107179164886475,12.860915541648865
passive_2,simple_intransitive,16,1.0,6.157280825078487,4.6665523536503315,7.653670057654381
