lemma,n_t_plus,n_t_minus,mean_coord_raw_t_plus,mean_coord_raw_t_minus,delta_coord_raw,mean_coord_calibrated_t_plus,mean_coord_calibrated_t_minus,delta_coord_calibrated,probe_form_token_count,probe_form_token_pieces,probe_subject,probe_subject_animacy
bekup,1,1,-11.496335983276367,-1.8627595901489258,-9.633576393127441,11.496335983276367,1.8627595901489258,9.633576393127441,2,"['Ġbek', 'up']",driver,animate
bifum,1,1,-19.216943740844727,-6.145882606506348,-13.071061134338379,19.216943740844727,6.145882606506348,13.071061134338379,2,"['Ġbif', 'um']",shirt,inanimate
bipum,1,1,-12.684638023376465,-6.509617805480957,-6.175020217895508,12.684638023376465,6.509617805480957,6.175020217895508,2,"['Ġbip', 'um']",paper,inanimate
bufen,1,1,-21.913543701171875,-6.99301290512085,-14.920530796051025,21.913543701171875,6.99301290512085,14.920530796051025,2,"['Ġbuf', 'en']",student,animate
bufum,1,1,-18.109384536743164,-8.689131736755371,-9.420252799987793,18.109384536743164,8.689131736755371,9.420252799987793,2,"['Ġbuf', 'um']",student,animate
buviv,1,1,-14.314852714538574,-7.517193794250488,-6.797658920288086,14.314852714538574,7.517193794250488,6.797658920288086,2,"['Ġbu', 'viv']",chef,animate
dezip,1,1,-15.921384811401367,-1.835100769996643,-14.086284041404724,15.921384811401367,1.835100769996643,14.086284041404724,2,"['Ġde', 'zip']",box,inanimate
difev,1,1,-8.704076766967773,-1.9669846296310425,-6.737092137336731,8.704076766967773,1.9669846296310425,6.737092137336731,2,"['Ġdif', 'ev']",box,inanimate
dizop,1,1,-22.799846649169922,-7.30218505859375,-15.497661590576172,22.799846649169922,7.30218505859375,15.497661590576172,2,"['Ġdiz', 'op']",student,animate
dizup,1,1,-19.819568634033203,1.2270691394805908,-21.046637773513794,19.819568634033203,-1.2270691394805908,21.046637773513794,2,"['Ġdiz', 'up']",driver,animate
dokip,1,1,-11.510622024536133,-1.7706966400146484,-9.739925384521484,11.510622024536133,1.7706966400146484,9.739925384521484,2,"['Ġdo', 'kip']",box,inanimate
draicken,1,1,-19.66383171081543,-3.4789774417877197,-16.18485426902771,19.66383171081543,3.4789774417877197,16.18485426902771,2,"['Ġdra', 'icken']",student,animate
draickle,1,1,-22.7250919342041,-3.8054404258728027,-18.9196515083313,22.7250919342041,3.8054404258728027,18.9196515083313,3,"['Ġdra', 'ick', 'le']",student,animate
draickop,1,1,-19.26610565185547,-7.2995686531066895,-11.96653699874878,19.26610565185547,7.2995686531066895,11.96653699874878,3,"['Ġdra', 'ick', 'op']",chef,animate
droocken,1,1,-20.84970474243164,-3.8421642780303955,-17.007540464401245,20.84970474243164,3.8421642780303955,17.007540464401245,3,"['Ġdro', 'ock', 'en']",box,inanimate
droockip,1,1,-13.45699691772461,-3.9624550342559814,-9.494541883468628,13.45699691772461,3.9624550342559814,9.494541883468628,3,"['Ġdro', 'ock', 'ip']",shirt,inanimate
droockle,1,1,-21.597469329833984,-0.7718268632888794,-20.825642466545105,21.597469329833984,0.7718268632888794,20.825642466545105,3,"['Ġdro', 'ock', 'le']",paper,inanimate
fazup,1,1,-16.17367935180664,-3.8232831954956055,-12.350396156311035,16.17367935180664,3.8232831954956055,12.350396156311035,2,"['Ġfaz', 'up']",chef,animate
fegom,1,1,-15.530435562133789,-7.212838649749756,-8.317596912384033,15.530435562133789,7.212838649749756,8.317596912384033,2,"['Ġfe', 'gom']",driver,animate
felev,1,1,-13.482385635375977,-6.528506755828857,-6.953878879547119,13.482385635375977,6.528506755828857,6.953878879547119,2,"['Ġfe', 'lev']",paper,inanimate
feviv,1,1,-12.075143814086914,-5.426373481750488,-6.648770332336426,12.075143814086914,5.426373481750488,6.648770332336426,2,"['Ġfe', 'viv']",shirt,inanimate
fifum,1,1,-15.114141464233398,-10.520959854125977,-4.593181610107422,15.114141464233398,10.520959854125977,4.593181610107422,2,"['Ġfif', 'um']",driver,animate
fifup,1,1,-24.761676788330078,-0.7363029718399048,-24.025373816490173,24.761676788330078,0.7363029718399048,24.025373816490173,2,"['Ġfif', 'up']",shirt,inanimate
gefle,1,1,-15.066481590270996,-5.3579301834106445,-9.708551406860352,15.066481590270996,5.3579301834106445,9.708551406860352,2,"['Ġgef', 'le']",paper,inanimate
givom,1,1,-15.86063289642334,-5.968904972076416,-9.891727924346924,15.86063289642334,5.968904972076416,9.891727924346924,2,"['Ġgiv', 'om']",box,inanimate
gleeshet,1,1,-10.355037689208984,4.305337905883789,-14.660375595092773,10.355037689208984,-4.305337905883789,14.660375595092773,3,"['Ġgle', 'es', 'het']",paper,inanimate
gleeshev,1,1,-12.7332763671875,-6.8369927406311035,-5.8962836265563965,12.7332763671875,6.8369927406311035,5.8962836265563965,3,"['Ġgle', 'es', 'hev']",student,animate
gleeshiv,1,1,-10.571382522583008,-8.377399444580078,-2.1939830780029297,10.571382522583008,8.377399444580078,2.1939830780029297,3,"['Ġgle', 'esh', 'iv']",paper,inanimate
gleeshle,1,1,-23.546680450439453,-3.4217610359191895,-20.124919414520264,23.546680450439453,3.4217610359191895,20.124919414520264,3,"['Ġgle', 'esh', 'le']",paper,inanimate
gloocket,1,1,-15.580387115478516,-2.9563708305358887,-12.624016284942627,15.580387115478516,2.9563708305358887,12.624016284942627,2,"['Ġglo', 'ocket']",student,animate
gufen,1,1,-16.850862503051758,-2.4240758419036865,-14.426786661148071,16.850862503051758,2.4240758419036865,14.426786661148071,2,"['Ġgu', 'fen']",shirt,inanimate
