n_lemmas,mean_delta_coord_raw,sem_delta_coord_raw,frac_raw_delta_positive,mean_delta_coord_calibrated,sem_delta_coord_calibrated,frac_calibrated_delta_positive
80,-12.286409708857537,0.6463289995837557,0.0,12.286409708857537,0.6463289995837557,1.0
