n_lemmas,mean_delta_p_object,sem_delta_p_object,frac_delta_p_positive,mean_delta_coord_calibrated,sem_delta_coord_calibrated,frac_delta_coord_positive,frac_projection_status_aligns
80,0.7836479328048881,0.018504020712529344,1.0,11.259012512862682,0.596406084515399,1.0,1.0
