lemma,n_t_plus,n_t_minus,mean_coord_raw_t_plus,mean_coord_raw_t_minus,delta_coord_raw,mean_coord_calibrated_t_plus,mean_coord_calibrated_t_minus,delta_coord_calibrated,probe_form_token_count,probe_form_token_pieces,probe_subject,probe_subject_animacy
vomum,1,1,-17.837886810302734,-3.114628314971924,-14.72325849533081,17.837886810302734,3.114628314971924,14.72325849533081,2,"['Ġvom', 'um']",driver,animate
vonen,1,1,-15.265971183776855,-3.881340503692627,-11.384630680084229,15.265971183776855,3.881340503692627,11.384630680084229,2,"['Ġvon', 'en']",student,animate
vonop,1,1,-14.293670654296875,-3.719386339187622,-10.574284315109253,14.293670654296875,3.719386339187622,10.574284315109253,2,"['Ġvon', 'op']",shirt,inanimate
voocket,1,1,-16.21595001220703,-1.0389304161071777,-15.177019596099854,16.21595001220703,1.0389304161071777,15.177019596099854,2,"['Ġvo', 'ocket']",chef,animate
voockip,1,1,-10.899884223937988,-1.267746090888977,-9.632138133049011,10.899884223937988,1.267746090888977,9.632138133049011,3,"['Ġvo', 'ock', 'ip']",driver,animate
voockle,1,1,-12.064014434814453,5.580414772033691,-17.644429206848145,12.064014434814453,-5.580414772033691,17.644429206848145,3,"['Ġvo', 'ock', 'le']",paper,inanimate
voockum,1,1,-10.185333251953125,-4.870271682739258,-5.315061569213867,10.185333251953125,4.870271682739258,5.315061569213867,3,"['Ġvo', 'ock', 'um']",chef,animate
votup,1,1,-15.848163604736328,-1.7062116861343384,-14.14195191860199,15.848163604736328,1.7062116861343384,14.14195191860199,2,"['Ġvot', 'up']",chef,animate
voxev,1,1,-5.928887367248535,-0.85379558801651,-5.075091779232025,5.928887367248535,0.85379558801651,5.075091779232025,2,"['Ġvox', 'ev']",student,animate
zeble,1,1,-13.753406524658203,3.1157805919647217,-16.869187116622925,13.753406524658203,-3.1157805919647217,16.869187116622925,2,"['Ġze', 'ble']",driver,animate
zezet,1,1,-10.941276550292969,-2.5098419189453125,-8.431434631347656,10.941276550292969,2.5098419189453125,8.431434631347656,2,"['Ġze', 'zet']",box,inanimate
zumum,1,1,-8.794658660888672,-2.6178250312805176,-6.176833629608154,8.794658660888672,2.6178250312805176,6.176833629608154,2,"['Ġzum', 'um']",student,animate
zuven,1,1,-8.954793930053711,1.4586313962936401,-10.413425326347351,8.954793930053711,-1.4586313962936401,10.413425326347351,2,"['Ġzu', 'ven']",shirt,inanimate
