n_lemmas,mean_delta_coord_raw,sem_delta_coord_raw,frac_raw_delta_positive,mean_delta_coord_calibrated,sem_delta_coord_calibrated,frac_calibrated_delta_positive
80,-9.702375334873796,0.5037342643782583,0.0,9.702375334873796,0.5037342643782583,1.0
