n_lemmas,mean_delta_coord_raw,sem_delta_coord_raw,frac_raw_delta_positive,mean_delta_coord_calibrated,sem_delta_coord_calibrated,frac_calibrated_delta_positive
80,-11.259012512862682,0.596406084515399,0.0,11.259012512862682,0.596406084515399,1.0
