lemma,delta_p_object,behavior_status,mean_p_object_t_plus,mean_p_object_t_minus,delta_coord_calibrated,projection_status,mean_coord_calibrated_t_plus,mean_coord_calibrated_t_minus,delta_coord_raw,probe_form_token_count,probe_form_token_pieces,probe_subject,probe_subject_animacy
tozip,0.9405425256118178,moves,0.9503759741783142,0.009833448566496372,15.508497953414917,aligns,14.687995910644531,-0.8205020427703857,-15.508497953414917,2,"['Ġto', 'zip']",shirt,inanimate
vedev,0.8416837304830551,moves,0.9149792194366455,0.0732954889535904,6.170878887176514,aligns,10.263745307922363,4.09286642074585,-6.170878887176514,2,"['Ġved', 'ev']",driver,animate
vedup,0.9002677425742149,moves,0.9906659126281738,0.09039817005395889,16.316139340400696,aligns,18.26345443725586,1.9473150968551636,-16.316139340400696,2,"['Ġved', 'up']",student,animate
vefet,0.4355863928794861,moves,0.9979574680328369,0.5623710751533508,10.22557544708252,aligns,20.826356887817383,10.600781440734863,-10.22557544708252,2,"['Ġve', 'fet']",driver,animate
veket,0.862072303891182,moves,0.9850538372993469,0.12298153340816498,9.965847492218018,aligns,13.678439140319824,3.7125916481018066,-9.965847492218018,2,"['Ġve', 'ket']",box,inanimate
vezev,0.6325332224369049,moves,0.9545027613639832,0.32196953892707825,3.9506964683532715,aligns,7.853968143463135,3.9032716751098633,-3.9506964683532715,2,"['Ġvez', 'ev']",student,animate
vezop,0.5296407639980316,moves,0.9976412653923035,0.46800050139427185,13.08243179321289,aligns,22.422428131103516,9.339996337890625,-13.08243179321289,2,"['Ġvez', 'op']",chef,animate
vidiv,0.7153365463018417,moves,0.8718851804733276,0.1565486341714859,3.5461368560791016,aligns,10.070669174194336,6.524532318115234,-3.5461368560791016,2,"['Ġvid', 'iv']",shirt,inanimate
viget,0.9607096929103136,moves,0.9848393797874451,0.024129686877131462,20.7185378074646,aligns,20.754072189331055,0.03553438186645508,-20.7185378074646,2,"['Ġvig', 'et']",shirt,inanimate
vilom,0.6824490129947662,moves,0.9951879382133484,0.31273892521858215,8.619123458862305,aligns,16.220922470092773,7.601799011230469,-8.619123458862305,2,"['Ġvil', 'om']",student,animate
vizop,0.7959346622228622,moves,0.9787271618843079,0.18279249966144562,6.832062244415283,aligns,13.785409927368164,6.953347682952881,-6.832062244415283,2,"['Ġviz', 'op']",box,inanimate
vomom,0.9236108809709549,moves,0.989123523235321,0.06551264226436615,12.562746047973633,aligns,15.981378555297852,3.4186325073242188,-12.562746047973633,2,"['Ġvom', 'om']",student,animate
vomum,0.8114206939935684,moves,0.9977388978004456,0.18631820380687714,16.768582344055176,aligns,23.57066535949707,6.8020830154418945,-16.768582344055176,2,"['Ġvom', 'um']",driver,animate
vonen,0.626638799905777,moves,0.9986159205436707,0.3719771206378937,12.565659999847412,aligns,20.51860809326172,7.952948093414307,-12.565659999847412,2,"['Ġvon', 'en']",student,animate
vonop,0.7220762670040131,moves,0.9964063763618469,0.27433010935783386,12.626324653625488,aligns,20.432403564453125,7.806078910827637,-12.626324653625488,2,"['Ġvon', 'op']",shirt,inanimate
voocket,0.876951776444912,moves,0.9958831071853638,0.11893133074045181,17.59633207321167,aligns,21.914627075195312,4.318295001983643,-17.59633207321167,2,"['Ġvo', 'ocket']",chef,animate
voockip,0.8120339214801788,moves,0.9830114841461182,0.17097756266593933,10.63793420791626,aligns,14.316596984863281,3.6786627769470215,-10.63793420791626,3,"['Ġvo', 'ock', 'ip']",driver,animate
voockle,0.9523193435743451,moves,0.9637615084648132,0.01144216489046812,23.313136100769043,aligns,18.083755493164062,-5.2293806076049805,-23.313136100769043,3,"['Ġvo', 'ock', 'le']",paper,inanimate
voockum,0.5224911570549011,moves,0.9916464686393738,0.46915531158447266,5.962583541870117,aligns,14.521615982055664,8.559032440185547,-5.962583541870117,3,"['Ġvo', 'ock', 'um']",chef,animate
votup,0.6845885515213013,moves,0.998852014541626,0.3142634630203247,15.981171607971191,aligns,20.976356506347656,4.995184898376465,-15.981171607971191,2,"['Ġvot', 'up']",chef,animate
voxev,0.7386297285556793,moves,0.9801029562950134,0.2414732277393341,6.608879804611206,aligns,9.497632026672363,2.8887522220611572,-6.608879804611206,2,"['Ġvox', 'ev']",student,animate
zeble,0.9414224550127983,moves,0.9976109862327576,0.05618853121995926,19.952839016914368,aligns,19.884246826171875,-0.06859219074249268,-19.952839016914368,2,"['Ġze', 'ble']",driver,animate
zezet,0.8686134293675423,moves,0.9840759038925171,0.11546247452497482,9.59939432144165,aligns,15.755364418029785,6.155970096588135,-9.59939432144165,2,"['Ġze', 'zet']",box,inanimate
zumum,0.9107978977262974,moves,0.971696138381958,0.06089824065566063,7.201170444488525,aligns,13.020145416259766,5.81897497177124,-7.201170444488525,2,"['Ġzum', 'um']",student,animate
zuven,0.8913334663957357,moves,0.9136046171188354,0.02227115072309971,12.995934247970581,aligns,12.684701919555664,-0.311232328414917,-12.995934247970581,2,"['Ġzu', 'ven']",shirt,inanimate
