n_lemmas,mean_delta_p_object,sem_delta_p_object,median_delta_p_object,frac_delta_positive,min_delta_p_object,max_delta_p_object
80,0.6702001235214994,0.019174622193855437,0.7099893093109131,1.0,0.21856430917978287,0.9200838319957256
