lemma,delta_p_object,behavior_status,mean_p_object_t_plus,mean_p_object_t_minus,delta_coord_calibrated,projection_status,mean_coord_calibrated_t_plus,mean_coord_calibrated_t_minus,delta_coord_raw,probe_form_token_count,probe_form_token_pieces,probe_subject,probe_subject_animacy
dokip,0.9274898935109377,moves,0.9564207792282104,0.02893088571727276,10.905778884887695,aligns,12.391271591186523,1.4854927062988281,-10.905778884887695,2,"['Ġdo', 'kip']",box,inanimate
draicken,0.8739852234721184,moves,0.9812867641448975,0.10730154067277908,17.46401023864746,aligns,22.380449295043945,4.916439056396484,-17.46401023864746,2,"['Ġdra', 'icken']",student,animate
draickle,0.9248346611857414,moves,0.9936714768409729,0.06883681565523148,20.14165210723877,aligns,25.182598114013672,5.040946006774902,-20.14165210723877,3,"['Ġdra', 'ick', 'le']",student,animate
draickop,0.7792080938816071,moves,0.9967701435089111,0.21756204962730408,12.435220718383789,aligns,22.559158325195312,10.123937606811523,-12.435220718383789,3,"['Ġdra', 'ick', 'op']",chef,animate
droocken,0.9264370575547218,moves,0.9698541760444641,0.04341711848974228,17.67176055908203,aligns,23.65065574645996,5.97889518737793,-17.67176055908203,3,"['Ġdro', 'ock', 'en']",box,inanimate
droockip,0.8276681080460548,moves,0.8839890360832214,0.056320928037166595,11.380568981170654,aligns,14.715721130371094,3.3351521492004395,-11.380568981170654,3,"['Ġdro', 'ock', 'ip']",shirt,inanimate
droockle,0.9479688629508018,moves,0.9825724363327026,0.03460357338190079,22.32286238670349,aligns,24.8593807220459,2.5365183353424072,-22.32286238670349,3,"['Ġdro', 'ock', 'le']",paper,inanimate
fazup,0.850570023059845,moves,0.9963262677192688,0.14575624465942383,14.299922466278076,aligns,17.06016731262207,2.760244846343994,-14.299922466278076,2,"['Ġfaz', 'up']",chef,animate
fegom,0.6892314553260803,moves,0.9913050532341003,0.30207359790802,9.300400733947754,aligns,17.9489688873291,8.648568153381348,-9.300400733947754,2,"['Ġfe', 'gom']",driver,animate
felev,0.708584189414978,moves,0.9874510765075684,0.27886688709259033,7.973313331604004,aligns,15.884828567504883,7.911515235900879,-7.973313331604004,2,"['Ġfe', 'lev']",paper,inanimate
feviv,0.8584465906023979,moves,0.9762851595878601,0.11783856898546219,7.381311416625977,aligns,13.773538589477539,6.3922271728515625,-7.381311416625977,2,"['Ġfe', 'viv']",shirt,inanimate
fifum,0.23162341117858887,moves,0.9919739365577698,0.7603505253791809,4.404850006103516,aligns,17.490877151489258,13.086027145385742,-4.404850006103516,2,"['Ġfif', 'um']",driver,animate
fifup,0.9671149253845215,moves,0.9942036867141724,0.02708876132965088,26.876346588134766,aligns,27.875659942626953,0.9993133544921875,-26.876346588134766,2,"['Ġfif', 'up']",shirt,inanimate
gefle,0.7743303775787354,moves,0.9223358035087585,0.1480054259300232,10.889079570770264,aligns,18.084850311279297,7.195770740509033,-10.889079570770264,2,"['Ġgef', 'le']",paper,inanimate
givom,0.9222684353590012,moves,0.981990396976471,0.05972196161746979,10.591648578643799,aligns,18.111276626586914,7.519628047943115,-10.591648578643799,2,"['Ġgiv', 'om']",box,inanimate
gleeshet,0.9381859274581075,moves,0.9476453065872192,0.009459379129111767,16.214438438415527,aligns,11.967386245727539,-4.247052192687988,-16.214438438415527,3,"['Ġgle', 'es', 'het']",paper,inanimate
gleeshev,0.6120779514312744,moves,0.966913640499115,0.3548356890678406,6.531584739685059,aligns,15.262218475341797,8.730633735656738,-6.531584739685059,3,"['Ġgle', 'es', 'hev']",student,animate
gleeshiv,0.5652878880500793,moves,0.868763267993927,0.30347537994384766,2.6170425415039062,aligns,12.645492553710938,10.028450012207031,-2.6170425415039062,3,"['Ġgle', 'esh', 'iv']",paper,inanimate
gleeshle,0.8368085622787476,moves,0.9977421164512634,0.16093355417251587,20.736504554748535,aligns,26.427810668945312,5.691306114196777,-20.736504554748535,3,"['Ġgle', 'esh', 'le']",paper,inanimate
gloocket,0.8513886630535126,moves,0.9927762746810913,0.14138761162757874,13.517558097839355,aligns,16.670581817626953,3.1530237197875977,-13.517558097839355,2,"['Ġglo', 'ocket']",student,animate
gufen,0.9076956659555435,moves,0.9747589230537415,0.06706325709819794,16.1545569896698,aligns,20.018598556518555,3.864041566848755,-16.1545569896698,2,"['Ġgu', 'fen']",shirt,inanimate
kekom,0.9562000781297684,moves,0.9722065925598145,0.01600651443004608,14.10069990158081,aligns,15.651423454284668,1.5507235527038574,-14.10069990158081,2,"['Ġke', 'kom']",driver,animate
kloolen,0.8624333962798119,moves,0.984896183013916,0.12246278673410416,11.430685997009277,aligns,21.52309226989746,10.092406272888184,-11.430685997009277,3,"['Ġkl', 'ool', 'en']",shirt,inanimate
kloolle,0.9268759675323963,moves,0.9732469916343689,0.04637102410197258,15.165353775024414,aligns,19.467273712158203,4.301919937133789,-15.165353775024414,3,"['Ġkl', 'ool', 'le']",shirt,inanimate
kloolup,0.9242858290672302,moves,0.9894574880599976,0.06517165899276733,16.943618774414062,aligns,18.409866333007812,1.46624755859375,-16.943618774414062,3,"['Ġkl', 'ool', 'up']",student,animate
kloozen,0.9106157869100571,moves,0.9962559938430786,0.08564020693302155,20.931082725524902,aligns,26.4341983795166,5.503115653991699,-20.931082725524902,3,"['Ġkl', 'oo', 'zen']",box,inanimate
mexiv,0.9292444810271263,moves,0.9727089405059814,0.04346445947885513,10.720403671264648,aligns,16.087186813354492,5.366783142089844,-10.720403671264648,2,"['Ġme', 'xiv']",driver,animate
mulom,0.8327945023775101,moves,0.9752556681632996,0.1424611657857895,7.111101150512695,aligns,16.7012882232666,9.590187072753906,-7.111101150512695,2,"['Ġmul', 'om']",chef,animate
navip,0.8032476902008057,moves,0.9520725011825562,0.1488248109817505,7.323177099227905,aligns,10.886903762817383,3.5637266635894775,-7.323177099227905,2,"['Ġnav', 'ip']",box,inanimate
negiv,0.7634806483983994,moves,0.8934482336044312,0.1299675852060318,5.170129776000977,aligns,14.332118034362793,9.161988258361816,-5.170129776000977,2,"['Ġneg', 'iv']",paper,inanimate
nexev,0.8224988356232643,moves,0.9446350932121277,0.12213625758886337,7.532864093780518,aligns,11.628955841064453,4.0960917472839355,-7.532864093780518,2,"['Ġnex', 'ev']",student,animate
nexip,0.695957601070404,moves,0.9917124509811401,0.2957548499107361,8.784167289733887,aligns,14.53268051147461,5.748513221740723,-8.784167289733887,2,"['Ġnex', 'ip']",driver,animate
noviv,0.6923951581120491,moves,0.759105920791626,0.06671076267957687,4.01323938369751,aligns,11.812667846679688,7.799428462982178,-4.01323938369751,2,"['Ġnov', 'iv']",paper,inanimate
nudup,0.9443230479955673,moves,0.9949199557304382,0.05059690773487091,15.137237548828125,aligns,20.573528289794922,5.436290740966797,-15.137237548828125,2,"['Ġnud', 'up']",shirt,inanimate
pefet,0.8546080589294434,moves,0.9816675186157227,0.1270594596862793,9.857714176177979,aligns,17.646835327148438,7.789121150970459,-9.857714176177979,2,"['Ġpe', 'fet']",shirt,inanimate
pleeshop,0.9292077235877514,moves,0.97616046667099,0.0469527430832386,18.97250270843506,aligns,23.088848114013672,4.116345405578613,-18.97250270843506,3,"['Ġple', 'es', 'hop']",box,inanimate
sezip,0.618366152048111,moves,0.999005138874054,0.380638986825943,17.287272453308105,aligns,28.609933853149414,11.322661399841309,-17.287272453308105,2,"['Ġse', 'zip']",student,animate
skaickle,0.9161371439695358,moves,0.9603853821754456,0.04424823820590973,17.48106288909912,aligns,22.716064453125,5.235001564025879,-17.48106288909912,3,"['Ġska', 'ick', 'le']",box,inanimate
skaickop,0.3387959599494934,moves,0.9895327091217041,0.6507367491722107,8.219219207763672,aligns,21.83320426940918,13.613985061645508,-8.219219207763672,3,"['Ġska', 'ick', 'op']",student,animate
skaickum,0.5609927177429199,moves,0.6924400925636292,0.13144737482070923,2.8003759384155273,aligns,11.562684059143066,8.762308120727539,-2.8003759384155273,3,"['Ġska', 'ick', 'um']",shirt,inanimate
sugop,0.3024468421936035,moves,0.9989334344863892,0.6964865922927856,11.212865829467773,aligns,23.608095169067383,12.39522933959961,-11.212865829467773,2,"['Ġsug', 'op']",driver,animate
tekom,0.9006194621324539,moves,0.9730321764945984,0.07241271436214447,9.204247951507568,aligns,12.098454475402832,2.8942065238952637,-9.204247951507568,2,"['Ġte', 'kom']",chef,animate
texev,0.6535585820674896,moves,0.9461331367492676,0.29257455468177795,5.204988241195679,aligns,9.093345642089844,3.888357400894165,-5.204988241195679,2,"['Ġtex', 'ev']",student,animate
texom,0.5480010807514191,moves,0.7999018430709839,0.2519007623195648,2.089689254760742,aligns,9.35620403289795,7.266514778137207,-2.089689254760742,2,"['Ġtex', 'om']",paper,inanimate
tobiv,0.5878166854381561,moves,0.771334707736969,0.18351802229881287,2.3226394653320312,aligns,9.211283683776855,6.888644218444824,-2.3226394653320312,2,"['Ġtob', 'iv']",paper,inanimate
tozip,0.9405425256118178,moves,0.9503759741783142,0.009833448566496372,16.112369298934937,aligns,14.321061134338379,-1.7913081645965576,-16.112369298934937,2,"['Ġto', 'zip']",shirt,inanimate
vedev,0.8416837304830551,moves,0.9149792194366455,0.0732954889535904,7.192485809326172,aligns,10.69643783569336,3.5039520263671875,-7.192485809326172,2,"['Ġved', 'ev']",driver,animate
vedup,0.9002677425742149,moves,0.9906659126281738,0.09039817005395889,19.14419722557068,aligns,20.76739501953125,1.6231977939605713,-19.14419722557068,2,"['Ġved', 'up']",student,animate
vefet,0.4355863928794861,moves,0.9979574680328369,0.5623710751533508,10.163148880004883,aligns,23.4711971282959,13.308048248291016,-10.163148880004883,2,"['Ġve', 'fet']",driver,animate
veket,0.862072303891182,moves,0.9850538372993469,0.12298153340816498,10.887226819992065,aligns,14.715936660766602,3.828709840774536,-10.887226819992065,2,"['Ġve', 'ket']",box,inanimate
vezev,0.6325332224369049,moves,0.9545027613639832,0.32196953892707825,4.849272966384888,aligns,8.450068473815918,3.6007955074310303,-4.849272966384888,2,"['Ġvez', 'ev']",student,animate
vezop,0.5296407639980316,moves,0.9976412653923035,0.46800050139427185,13.117941856384277,aligns,24.719356536865234,11.601414680480957,-13.117941856384277,2,"['Ġvez', 'op']",chef,animate
vidiv,0.7153365463018417,moves,0.8718851804733276,0.1565486341714859,3.5421500205993652,aligns,11.2675199508667,7.725369930267334,-3.5421500205993652,2,"['Ġvid', 'iv']",shirt,inanimate
viget,0.9607096929103136,moves,0.9848393797874451,0.024129686877131462,22.530599236488342,aligns,23.9345703125,1.4039710760116577,-22.530599236488342,2,"['Ġvig', 'et']",shirt,inanimate
vilom,0.6824490129947662,moves,0.9951879382133484,0.31273892521858215,9.154056549072266,aligns,18.916461944580078,9.762405395507812,-9.154056549072266,2,"['Ġvil', 'om']",student,animate
vizop,0.7959346622228622,moves,0.9787271618843079,0.18279249966144562,7.702054023742676,aligns,16.711170196533203,9.009116172790527,-7.702054023742676,2,"['Ġviz', 'op']",box,inanimate
vomom,0.9236108809709549,moves,0.989123523235321,0.06551264226436615,14.01972484588623,aligns,19.181522369384766,5.161797523498535,-14.01972484588623,2,"['Ġvom', 'om']",student,animate
vomum,0.8114206939935684,moves,0.9977388978004456,0.18631820380687714,17.704167366027832,aligns,26.618120193481445,8.913952827453613,-17.704167366027832,2,"['Ġvom', 'um']",driver,animate
vonen,0.626638799905777,moves,0.9986159205436707,0.3719771206378937,12.449766159057617,aligns,22.65456771850586,10.204801559448242,-12.449766159057617,2,"['Ġvon', 'en']",student,animate
vonop,0.7220762670040131,moves,0.9964063763618469,0.27433010935783386,13.73314094543457,aligns,23.399372100830078,9.666231155395508,-13.73314094543457,2,"['Ġvon', 'op']",shirt,inanimate
voocket,0.876951776444912,moves,0.9958831071853638,0.11893133074045181,18.870397567749023,aligns,23.450822830200195,4.580425262451172,-18.870397567749023,2,"['Ġvo', 'ocket']",chef,animate
voockip,0.8120339214801788,moves,0.9830114841461182,0.17097756266593933,11.945017099380493,aligns,15.884542465209961,3.9395253658294678,-11.945017099380493,3,"['Ġvo', 'ock', 'ip']",driver,animate
voockle,0.9523193435743451,moves,0.9637615084648132,0.01144216489046812,26.000486373901367,aligns,20.82527732849121,-5.175209045410156,-26.000486373901367,3,"['Ġvo', 'ock', 'le']",paper,inanimate
voockum,0.5224911570549011,moves,0.9916464686393738,0.46915531158447266,6.6009931564331055,aligns,17.06452178955078,10.463528633117676,-6.6009931564331055,3,"['Ġvo', 'ock', 'um']",chef,animate
votup,0.6845885515213013,moves,0.998852014541626,0.3142634630203247,17.628851413726807,aligns,23.54024314880371,5.911391735076904,-17.628851413726807,2,"['Ġvot', 'up']",chef,animate
voxev,0.7386297285556793,moves,0.9801029562950134,0.2414732277393341,7.661225318908691,aligns,10.052562713623047,2.3913373947143555,-7.661225318908691,2,"['Ġvox', 'ev']",student,animate
zeble,0.9414224550127983,moves,0.9976109862327576,0.05618853121995926,20.96514058113098,aligns,22.590679168701172,1.6255385875701904,-20.96514058113098,2,"['Ġze', 'ble']",driver,animate
zezet,0.8686134293675423,moves,0.9840759038925171,0.11546247452497482,10.455188751220703,aligns,18.69969940185547,8.244510650634766,-10.455188751220703,2,"['Ġze', 'zet']",box,inanimate
zumum,0.9107978977262974,moves,0.971696138381958,0.06089824065566063,8.379305839538574,aligns,15.65880012512207,7.279494285583496,-8.379305839538574,2,"['Ġzum', 'um']",student,animate
zuven,0.8913334663957357,moves,0.9136046171188354,0.02227115072309971,14.910768985748291,aligns,12.286284446716309,-2.6244845390319824,-14.910768985748291,2,"['Ġzu', 'ven']",shirt,inanimate
