n_lemmas,mean_delta_p_object,sem_delta_p_object,median_delta_p_object,frac_delta_positive,min_delta_p_object,max_delta_p_object
80,0.7836479328048881,0.018504020712529344,0.8416837304830551,1.0,0.23162341117858887,0.9795104246586561
