n_lemmas,mean_delta_coord_raw,sem_delta_coord_raw,frac_raw_delta_positive,mean_delta_coord_calibrated,sem_delta_coord_calibrated,frac_calibrated_delta_positive
80,-8.195041594281793,0.4261079808543337,0.0,8.195041594281793,0.4261079808543337,1.0
