lemma,delta_p_object,behavior_status,mean_p_object_t_plus,mean_p_object_t_minus,delta_coord_calibrated,projection_status,mean_coord_calibrated_t_plus,mean_coord_calibrated_t_minus,delta_coord_raw,probe_form_token_count,probe_form_token_pieces,probe_subject,probe_subject_animacy
fegom,0.6892314553260803,moves,0.9913050532341003,0.30207359790802,7.871516227722168,aligns,11.252588272094727,3.3810720443725586,-7.871516227722168,2,"['Ġfe', 'gom']",driver,animate
felev,0.708584189414978,moves,0.9874510765075684,0.27886688709259033,6.0765368938446045,aligns,8.954699516296387,2.8781626224517822,-6.0765368938446045,2,"['Ġfe', 'lev']",paper,inanimate
feviv,0.8584465906023979,moves,0.9762851595878601,0.11783856898546219,5.967303514480591,aligns,8.784830093383789,2.8175265789031982,-5.967303514480591,2,"['Ġfe', 'viv']",shirt,inanimate
fifum,0.23162341117858887,moves,0.9919739365577698,0.7603505253791809,4.078216552734375,aligns,10.075960159301758,5.997743606567383,-4.078216552734375,2,"['Ġfif', 'um']",driver,animate
fifup,0.9671149253845215,moves,0.9942036867141724,0.02708876132965088,19.92327356338501,aligns,18.302959442138672,-1.620314121246338,-19.92327356338501,2,"['Ġfif', 'up']",shirt,inanimate
gefle,0.7743303775787354,moves,0.9223358035087585,0.1480054259300232,7.6039934158325195,aligns,10.866661071777344,3.262667655944824,-7.6039934158325195,2,"['Ġgef', 'le']",paper,inanimate
givom,0.9222684353590012,moves,0.981990396976471,0.05972196161746979,8.789030313491821,aligns,10.813575744628906,2.024545431137085,-8.789030313491821,2,"['Ġgiv', 'om']",box,inanimate
gleeshet,0.9381859274581075,moves,0.9476453065872192,0.009459379129111767,13.091614246368408,aligns,7.3473005294799805,-5.744313716888428,-13.091614246368408,3,"['Ġgle', 'es', 'het']",paper,inanimate
gleeshev,0.6120779514312744,moves,0.966913640499115,0.3548356890678406,4.923470735549927,aligns,8.746260643005371,3.8227899074554443,-4.923470735549927,3,"['Ġgle', 'es', 'hev']",student,animate
gleeshiv,0.5652878880500793,moves,0.868763267993927,0.30347537994384766,1.6414403915405273,aligns,8.150388717651367,6.50894832611084,-1.6414403915405273,3,"['Ġgle', 'esh', 'iv']",paper,inanimate
gleeshle,0.8368085622787476,moves,0.9977421164512634,0.16093355417251587,16.94145357608795,aligns,17.710691452026367,0.7692378759384155,-16.94145357608795,3,"['Ġgle', 'esh', 'le']",paper,inanimate
gloocket,0.8513886630535126,moves,0.9927762746810913,0.14138761162757874,12.190334677696228,aligns,12.655949592590332,0.465614914894104,-12.190334677696228,2,"['Ġglo', 'ocket']",student,animate
gufen,0.9076956659555435,moves,0.9747589230537415,0.06706325709819794,12.005976915359497,aligns,11.810321807861328,-0.19565510749816895,-12.005976915359497,2,"['Ġgu', 'fen']",shirt,inanimate
kekom,0.9562000781297684,moves,0.9722065925598145,0.01600651443004608,9.922963857650757,aligns,7.720077037811279,-2.2028868198394775,-9.922963857650757,2,"['Ġke', 'kom']",driver,animate
kloolen,0.8624333962798119,moves,0.984896183013916,0.12246278673410416,9.596463203430176,aligns,14.128504753112793,4.532041549682617,-9.596463203430176,3,"['Ġkl', 'ool', 'en']",shirt,inanimate
kloolle,0.9268759675323963,moves,0.9732469916343689,0.04637102410197258,12.08882749080658,aligns,11.673938751220703,-0.41488873958587646,-12.08882749080658,3,"['Ġkl', 'ool', 'le']",shirt,inanimate
kloolup,0.9242858290672302,moves,0.9894574880599976,0.06517165899276733,13.817601203918457,aligns,12.75394344329834,-1.0636577606201172,-13.817601203918457,3,"['Ġkl', 'ool', 'up']",student,animate
kloozen,0.9106157869100571,moves,0.9962559938430786,0.08564020693302155,14.683912754058838,aligns,16.050235748291016,1.3663229942321777,-14.683912754058838,3,"['Ġkl', 'oo', 'zen']",box,inanimate
mexiv,0.9292444810271263,moves,0.9727089405059814,0.04346445947885513,8.757925987243652,aligns,9.77553939819336,1.017613410949707,-8.757925987243652,2,"['Ġme', 'xiv']",driver,animate
mulom,0.8327945023775101,moves,0.9752556681632996,0.1424611657857895,5.040178537368774,aligns,8.878286361694336,3.8381078243255615,-5.040178537368774,2,"['Ġmul', 'om']",chef,animate
navip,0.8032476902008057,moves,0.9520725011825562,0.1488248109817505,5.810806512832642,aligns,6.686405658721924,0.8755991458892822,-5.810806512832642,2,"['Ġnav', 'ip']",box,inanimate
negiv,0.7634806483983994,moves,0.8934482336044312,0.1299675852060318,3.954988479614258,aligns,9.770330429077148,5.815341949462891,-3.954988479614258,2,"['Ġneg', 'iv']",paper,inanimate
nexev,0.8224988356232643,moves,0.9446350932121277,0.12213625758886337,5.5953052043914795,aligns,7.2736005783081055,1.678295373916626,-5.5953052043914795,2,"['Ġnex', 'ev']",student,animate
nexip,0.695957601070404,moves,0.9917124509811401,0.2957548499107361,7.538951635360718,aligns,11.020318984985352,3.481367349624634,-7.538951635360718,2,"['Ġnex', 'ip']",driver,animate
noviv,0.6923951581120491,moves,0.759105920791626,0.06671076267957687,3.228261947631836,aligns,7.984907150268555,4.756645202636719,-3.228261947631836,2,"['Ġnov', 'iv']",paper,inanimate
nudup,0.9443230479955673,moves,0.9949199557304382,0.05059690773487091,12.730093955993652,aligns,14.45288372039795,1.7227897644042969,-12.730093955993652,2,"['Ġnud', 'up']",shirt,inanimate
pefet,0.8546080589294434,moves,0.9816675186157227,0.1270594596862793,8.341253757476807,aligns,10.64676570892334,2.305511951446533,-8.341253757476807,2,"['Ġpe', 'fet']",shirt,inanimate
pleeshop,0.9292077235877514,moves,0.97616046667099,0.0469527430832386,13.698510527610779,aligns,13.396625518798828,-0.3018850088119507,-13.698510527610779,3,"['Ġple', 'es', 'hop']",box,inanimate
sezip,0.618366152048111,moves,0.999005138874054,0.380638986825943,13.776468276977539,aligns,18.49544906616211,4.71898078918457,-13.776468276977539,2,"['Ġse', 'zip']",student,animate
skaickle,0.9161371439695358,moves,0.9603853821754456,0.04424823820590973,11.640014886856079,aligns,12.994245529174805,1.3542306423187256,-11.640014886856079,3,"['Ġska', 'ick', 'le']",box,inanimate
skaickop,0.3387959599494934,moves,0.9895327091217041,0.6507367491722107,6.874557018280029,aligns,13.51491641998291,6.640359401702881,-6.874557018280029,3,"['Ġska', 'ick', 'op']",student,animate
skaickum,0.5609927177429199,moves,0.6924400925636292,0.13144737482070923,2.022380828857422,aligns,5.736053943634033,3.7136731147766113,-2.022380828857422,3,"['Ġska', 'ick', 'um']",shirt,inanimate
sugop,0.3024468421936035,moves,0.9989334344863892,0.6964865922927856,10.296501636505127,aligns,15.490079879760742,5.193578243255615,-10.296501636505127,2,"['Ġsug', 'op']",driver,animate
tekom,0.9006194621324539,moves,0.9730321764945984,0.07241271436214447,7.409650087356567,aligns,5.6559062004089355,-1.7537438869476318,-7.409650087356567,2,"['Ġte', 'kom']",chef,animate
texev,0.6535585820674896,moves,0.9461331367492676,0.29257455468177795,3.8270132541656494,aligns,5.334892749786377,1.5078794956207275,-3.8270132541656494,2,"['Ġtex', 'ev']",student,animate
texom,0.5480010807514191,moves,0.7999018430709839,0.2519007623195648,1.6649205684661865,aligns,3.9432811737060547,2.278360605239868,-1.6649205684661865,2,"['Ġtex', 'om']",paper,inanimate
tobiv,0.5878166854381561,moves,0.771334707736969,0.18351802229881287,2.3576574325561523,aligns,5.840939998626709,3.4832825660705566,-2.3576574325561523,2,"['Ġtob', 'iv']",paper,inanimate
tozip,0.9405425256118178,moves,0.9503759741783142,0.009833448566496372,13.900580644607544,aligns,11.523067474365234,-2.3775131702423096,-13.900580644607544,2,"['Ġto', 'zip']",shirt,inanimate
vedev,0.8416837304830551,moves,0.9149792194366455,0.0732954889535904,5.253968715667725,aligns,7.562173366546631,2.3082046508789062,-5.253968715667725,2,"['Ġved', 'ev']",driver,animate
vedup,0.9002677425742149,moves,0.9906659126281738,0.09039817005395889,15.175623655319214,aligns,14.446403503417969,-0.7292201519012451,-15.175623655319214,2,"['Ġved', 'up']",student,animate
vefet,0.4355863928794861,moves,0.9979574680328369,0.5623710751533508,9.23154067993164,aligns,15.911725997924805,6.680185317993164,-9.23154067993164,2,"['Ġve', 'fet']",driver,animate
veket,0.862072303891182,moves,0.9850538372993469,0.12298153340816498,9.123483657836914,aligns,10.059518814086914,0.93603515625,-9.123483657836914,2,"['Ġve', 'ket']",box,inanimate
vezev,0.6325332224369049,moves,0.9545027613639832,0.32196953892707825,2.8508338928222656,aligns,4.712432861328125,1.8615989685058594,-2.8508338928222656,2,"['Ġvez', 'ev']",student,animate
vezop,0.5296407639980316,moves,0.9976412653923035,0.46800050139427185,11.68763017654419,aligns,16.089323043823242,4.401692867279053,-11.68763017654419,2,"['Ġvez', 'op']",chef,animate
vidiv,0.7153365463018417,moves,0.8718851804733276,0.1565486341714859,2.897261142730713,aligns,6.965494632720947,4.068233489990234,-2.897261142730713,2,"['Ġvid', 'iv']",shirt,inanimate
viget,0.9607096929103136,moves,0.9848393797874451,0.024129686877131462,17.36605191230774,aligns,15.627642631530762,-1.7384092807769775,-17.36605191230774,2,"['Ġvig', 'et']",shirt,inanimate
vilom,0.6824490129947662,moves,0.9951879382133484,0.31273892521858215,7.44730281829834,aligns,11.538280487060547,4.090977668762207,-7.44730281829834,2,"['Ġvil', 'om']",student,animate
vizop,0.7959346622228622,moves,0.9787271618843079,0.18279249966144562,5.451199293136597,aligns,8.964643478393555,3.513444185256958,-5.451199293136597,2,"['Ġviz', 'op']",box,inanimate
vomom,0.9236108809709549,moves,0.989123523235321,0.06551264226436615,11.338598370552063,aligns,11.01913833618164,-0.31946003437042236,-11.338598370552063,2,"['Ġvom', 'om']",student,animate
vomum,0.8114206939935684,moves,0.9977388978004456,0.18631820380687714,14.72325849533081,aligns,17.837886810302734,3.114628314971924,-14.72325849533081,2,"['Ġvom', 'um']",driver,animate
vonen,0.626638799905777,moves,0.9986159205436707,0.3719771206378937,11.384630680084229,aligns,15.265971183776855,3.881340503692627,-11.384630680084229,2,"['Ġvon', 'en']",student,animate
vonop,0.7220762670040131,moves,0.9964063763618469,0.27433010935783386,10.574284315109253,aligns,14.293670654296875,3.719386339187622,-10.574284315109253,2,"['Ġvon', 'op']",shirt,inanimate
voocket,0.876951776444912,moves,0.9958831071853638,0.11893133074045181,15.177019596099854,aligns,16.21595001220703,1.0389304161071777,-15.177019596099854,2,"['Ġvo', 'ocket']",chef,animate
voockip,0.8120339214801788,moves,0.9830114841461182,0.17097756266593933,9.632138133049011,aligns,10.899884223937988,1.267746090888977,-9.632138133049011,3,"['Ġvo', 'ock', 'ip']",driver,animate
voockle,0.9523193435743451,moves,0.9637615084648132,0.01144216489046812,17.644429206848145,aligns,12.064014434814453,-5.580414772033691,-17.644429206848145,3,"['Ġvo', 'ock', 'le']",paper,inanimate
voockum,0.5224911570549011,moves,0.9916464686393738,0.46915531158447266,5.315061569213867,aligns,10.185333251953125,4.870271682739258,-5.315061569213867,3,"['Ġvo', 'ock', 'um']",chef,animate
votup,0.6845885515213013,moves,0.998852014541626,0.3142634630203247,14.14195191860199,aligns,15.848163604736328,1.7062116861343384,-14.14195191860199,2,"['Ġvot', 'up']",chef,animate
voxev,0.7386297285556793,moves,0.9801029562950134,0.2414732277393341,5.075091779232025,aligns,5.928887367248535,0.85379558801651,-5.075091779232025,2,"['Ġvox', 'ev']",student,animate
zeble,0.9414224550127983,moves,0.9976109862327576,0.05618853121995926,16.869187116622925,aligns,13.753406524658203,-3.1157805919647217,-16.869187116622925,2,"['Ġze', 'ble']",driver,animate
zezet,0.8686134293675423,moves,0.9840759038925171,0.11546247452497482,8.431434631347656,aligns,10.941276550292969,2.5098419189453125,-8.431434631347656,2,"['Ġze', 'zet']",box,inanimate
zumum,0.9107978977262974,moves,0.971696138381958,0.06089824065566063,6.176833629608154,aligns,8.794658660888672,2.6178250312805176,-6.176833629608154,2,"['Ġzum', 'um']",student,animate
zuven,0.8913334663957357,moves,0.9136046171188354,0.02227115072309971,10.413425326347351,aligns,8.954793930053711,-1.4586313962936401,-10.413425326347351,2,"['Ġzu', 'ven']",shirt,inanimate
