lemma,delta_p_object,behavior_status,mean_p_object_t_plus,mean_p_object_t_minus,delta_coord_calibrated,projection_status,mean_coord_calibrated_t_plus,mean_coord_calibrated_t_minus,delta_coord_raw,probe_form_token_count,probe_form_token_pieces,probe_subject,probe_subject_animacy
bekup,0.8631028011441231,moves,0.9760538935661316,0.11295109242200851,8.906814336776733,aligns,8.020378112792969,-0.8864362239837646,-8.906814336776733,2,"['Ġbek', 'up']",driver,animate
bifum,0.9020120948553085,moves,0.9911128878593445,0.08910079300403595,10.816597938537598,aligns,13.263284683227539,2.4466867446899414,-10.816597938537598,2,"['Ġbif', 'um']",shirt,inanimate
bipum,0.6658147871494293,moves,0.9396263957023621,0.27381160855293274,5.281140327453613,aligns,7.87466287612915,2.593522548675537,-5.281140327453613,2,"['Ġbip', 'um']",paper,inanimate
bufen,0.8233535587787628,moves,0.9970059990882874,0.17365244030952454,13.116564750671387,aligns,16.59459686279297,3.478032112121582,-13.116564750671387,2,"['Ġbuf', 'en']",student,animate
bufum,0.5017023384571075,moves,0.9981064796447754,0.49640414118766785,8.452803611755371,aligns,13.410351753234863,4.957548141479492,-8.452803611755371,2,"['Ġbuf', 'um']",student,animate
buviv,0.6317179799079895,moves,0.9872459173202515,0.35552793741226196,5.926065444946289,aligns,10.611907958984375,4.685842514038086,-5.926065444946289,2,"['Ġbu', 'viv']",chef,animate
dezip,0.9066770286299288,moves,0.9130623936653137,0.006385365035384893,12.221297264099121,aligns,11.42442798614502,-0.7968692779541016,-12.221297264099121,2,"['Ġde', 'zip']",box,inanimate
difev,0.8431560471653938,moves,0.903806209564209,0.060650162398815155,4.788409024477005,aligns,4.917633533477783,0.1292245090007782,-4.788409024477005,2,"['Ġdif', 'ev']",box,inanimate
dizop,0.7989932000637054,moves,0.9983715415000916,0.1993783414363861,13.763584613800049,aligns,16.590824127197266,2.827239513397217,-13.763584613800049,2,"['Ġdiz', 'op']",student,animate
dizup,0.9795104246586561,moves,0.990312397480011,0.010801972821354866,18.162845611572266,aligns,14.360176086425781,-3.8026695251464844,-18.162845611572266,2,"['Ġdiz', 'up']",driver,animate
dokip,0.9274898935109377,moves,0.9564207792282104,0.02893088571727276,9.137571811676025,aligns,7.550570964813232,-1.587000846862793,-9.137571811676025,2,"['Ġdo', 'kip']",box,inanimate
draicken,0.8739852234721184,moves,0.9812867641448975,0.10730154067277908,14.200031161308289,aligns,14.07908821105957,-0.12094295024871826,-14.200031161308289,2,"['Ġdra', 'icken']",student,animate
draickle,0.9248346611857414,moves,0.9936714768409729,0.06883681565523148,16.50523668527603,aligns,16.86992073059082,0.3646840453147888,-16.50523668527603,3,"['Ġdra', 'ick', 'le']",student,animate
draickop,0.7792080938816071,moves,0.9967701435089111,0.21756204962730408,10.543004035949707,aligns,14.243624687194824,3.700620651245117,-10.543004035949707,3,"['Ġdra', 'ick', 'op']",chef,animate
droocken,0.9264370575547218,moves,0.9698541760444641,0.04341711848974228,14.32008671760559,aligns,15.385066032409668,1.0649793148040771,-14.32008671760559,3,"['Ġdro', 'ock', 'en']",box,inanimate
droockip,0.8276681080460548,moves,0.8839890360832214,0.056320928037166595,8.229308247566223,aligns,9.201098442077637,0.9717901945114136,-8.229308247566223,3,"['Ġdro', 'ock', 'ip']",shirt,inanimate
droockle,0.9479688629508018,moves,0.9825724363327026,0.03460357338190079,17.013341188430786,aligns,15.047018051147461,-1.9663231372833252,-17.013341188430786,3,"['Ġdro', 'ock', 'le']",paper,inanimate
fazup,0.850570023059845,moves,0.9963262677192688,0.14575624465942383,11.743132591247559,aligns,12.30417537689209,0.5610427856445312,-11.743132591247559,2,"['Ġfaz', 'up']",chef,animate
