n_lemmas,mean_delta_p_object,sem_delta_p_object,frac_delta_p_positive,mean_delta_coord_calibrated,sem_delta_coord_calibrated,frac_delta_coord_positive,frac_projection_status_aligns
80,0.7836479328048881,0.018504020712529344,1.0,12.286409708857537,0.6463289995837557,1.0,1.0
