split,regime,subtask,label_column,n_good,n_bad,mean_coord_good,mean_coord_bad,mean_good_minus_bad,auc_good_gt_bad,orientation_free_auc,best_threshold_acc,best_threshold,best_threshold_direction_for_good
eval,head,causative,side,115,115,-1.496688650742821,-1.4915645916824756,-0.0051240590603454095,0.4573156899810964,0.5426843100189036,0.5782608695652174,-0.2974066436290741,positive_low
eval,head,inchoative,side,62,62,-2.004594793963817,-2.3145719079240674,0.3099771139602505,0.5398022892819979,0.5398022892819979,0.5725806451612904,-2.7838027477264404,positive_high
eval,low,causative,side,280,280,-0.7375498105372701,-1.4329101447548185,0.6953603342175484,0.5634183673469387,0.5634183673469387,0.6267857142857143,-2.34093177318573,positive_high
eval,low,inchoative,side,280,280,-0.8648197039163539,-2.3804189523415906,1.5155992484252367,0.7120918367346939,0.7120918367346939,0.6821428571428572,-2.787666082382202,positive_high
train,head,causative,side,325,325,-1.255264337016986,-1.6552593985658426,0.39999506154885656,0.5204544378698225,0.5204544378698225,0.5507692307692308,-3.4119818210601807,positive_high
train,head,inchoative,side,258,258,-1.5768216933275379,-2.147177399186663,0.5703557058591251,0.5797277807824049,0.5797277807824049,0.5717054263565892,-0.9589335024356842,positive_high
