split,regime,subtask,direction,n,mean_suffix_effect,mean_signed_suffix_effect,sem_signed_suffix_effect,mean_normalized_suffix_effect,move_success_rate,mean_clean_minus_corrupt_suffix_lp,mean_signed_clean_minus_corrupt_suffix_lp,mean_signed_full_effect
eval,head,causative,bad_to_good,115,0.00400135206139606,-0.00400135206139606,0.005398324268661436,0.017111818532698126,0.4608695652173913,-3.6197681758714757,3.6197681758714757,-0.00400138523267663
eval,head,causative,good_to_bad,115,-0.003693738191024117,-0.003693738191024117,0.004278713753051927,0.011899189502676634,0.4956521739130435,3.6197681758714757,3.6197681758714757,-0.0036931908648947013
eval,head,inchoative,bad_to_good,62,-0.015567814150164205,0.015567814150164205,0.009787330440377634,-0.33954947876581015,0.5806451612903226,-1.8837096152767059,1.8837096152767059,0.015567933359453756
eval,head,inchoative,good_to_bad,62,0.011989270487139303,0.011989270487139303,0.009862736553074349,-0.1962573777205651,0.5645161290322581,1.8837096152767059,1.8837096152767059,0.011989593505859375
eval,low,causative,bad_to_good,280,-0.0047271490097045895,0.0047271490097045895,0.0024565541975923467,0.0013502684848735657,0.5214285714285715,-3.6306143522262575,3.6306143522262575,0.004726941244942801
eval,low,causative,good_to_bad,280,-0.0029936517987932476,-0.0029936517987932476,0.003499360477065171,-0.0087928154481876,0.475,3.6306143522262575,3.6306143522262575,-0.0029937335423060826
eval,low,inchoative,bad_to_good,280,0.00016166397503444128,-0.00016166397503444128,0.002114469575988359,0.0045341348334517265,0.4928571428571429,-1.6275277376174926,1.6275277376174926,-0.0001617431640625
eval,low,inchoative,good_to_bad,280,0.000838026830128261,0.000838026830128261,0.003316284643659645,0.009416717860514354,0.5178571428571429,1.6275277376174926,1.6275277376174926,0.0008380617414202009
train,head,causative,bad_to_good,325,0.002941039158747746,-0.002941039158747746,0.0032876763466511243,0.0020030014203240637,0.48615384615384616,-3.859241421039288,3.859241421039288,-0.0029412137545072117
train,head,causative,good_to_bad,325,-0.0004071690486027644,-0.0004071690486027644,0.005023190345062269,-0.00032608258375195064,0.5076923076923077,3.859241421039288,3.859241421039288,-0.0004070458045372596
train,head,inchoative,bad_to_good,258,-0.01628908630489379,0.01628908630489379,0.0034113059775787605,0.030815511190050066,0.5775193798449613,-1.9648544224657754,1.9648544224657754,0.01628908260848171
train,head,inchoative,good_to_bad,258,0.008312467456788056,0.008312467456788056,0.0052146586816425745,-0.011409814209478907,0.5426356589147286,1.9648544224657754,1.9648544224657754,0.008312461912169937
