split,regime,subtask,direction,n,mean_suffix_effect,mean_signed_suffix_effect,sem_signed_suffix_effect,mean_normalized_suffix_effect,move_success_rate,mean_clean_minus_corrupt_suffix_lp,mean_signed_clean_minus_corrupt_suffix_lp,mean_signed_full_effect
eval,head,causative,bad_to_good,115,-5.893755730338719,5.893755730338719,0.20723567373561366,2.0345308827351767,1.0,-3.6197681758714757,3.6197681758714757,5.893755605946416
eval,head,causative,good_to_bad,115,4.287492113528044,4.287492113528044,0.11906367752121416,1.7857139052068456,1.0,3.6197681758714757,3.6197681758714757,4.287492304262908
eval,head,inchoative,bad_to_good,62,-4.309264159971668,4.309264159971668,0.2783014524326374,20.036112271123393,0.967741935483871,-1.8837096152767059,1.8837096152767059,4.30926449068131
eval,head,inchoative,good_to_bad,62,3.379504244173727,3.379504244173727,0.17307370638785197,14.608326891931354,0.967741935483871,1.8837096152767059,1.8837096152767059,3.3795042345600743
eval,low,causative,bad_to_good,280,-4.736524374144418,4.736524374144418,0.13645560394245504,3.9381011888498954,0.9678571428571429,-3.6306143522262575,3.6306143522262575,4.736524309430804
eval,low,causative,good_to_bad,280,3.5741447942597526,3.5741447942597526,0.09713645944223609,3.164500894632848,0.9678571428571429,3.6306143522262575,3.6306143522262575,3.5741448947361536
eval,low,inchoative,bad_to_good,280,-2.809056514075824,2.809056514075824,0.11015040733644915,1.8891182322960565,0.9392857142857143,-1.6275277376174926,1.6275277376174926,2.8090564591544016
eval,low,inchoative,good_to_bad,280,2.35958290291684,2.35958290291684,0.08976602874610193,1.5473257265199356,0.9392857142857143,1.6275277376174926,1.6275277376174926,2.359583146231515
train,head,causative,bad_to_good,325,-5.984187792264498,5.984187792264498,0.09198854344212835,2.4125546934869466,1.0,-3.859241421039288,3.859241421039288,5.984187845083383
train,head,causative,good_to_bad,325,4.46656564272367,4.46656564272367,0.05797417306113626,1.9838355882503527,1.0,3.859241421039288,3.859241421039288,4.4665654813326325
train,head,inchoative,bad_to_good,258,-4.39426390422407,4.39426390422407,0.12949723821738102,5.951452563770908,1.0,-1.9648544224657754,1.9648544224657754,4.3942638885143195
train,head,inchoative,good_to_bad,258,3.4700579103804374,3.4700579103804374,0.07861846990328583,5.929903657039756,1.0,1.9648544224657754,1.9648544224657754,3.470057805379232
