split,regime,subtask,direction,n,mean_suffix_effect,mean_signed_suffix_effect,sem_signed_suffix_effect,mean_normalized_suffix_effect,move_success_rate,mean_clean_minus_corrupt_suffix_lp,mean_signed_clean_minus_corrupt_suffix_lp,mean_signed_full_effect
eval,head,causative,bad_to_good,115,-3.4412012514860733,3.4412012514860733,0.10190202817588347,1.3912184596963468,1.0,-3.6197681758714757,3.6197681758714757,3.4412013841711957
eval,head,causative,good_to_bad,115,3.4713939666748046,3.4713939666748046,0.10867239461831771,1.7174711630211161,1.0,3.6197681758714757,3.6197681758714757,3.4713940827742866
eval,head,inchoative,bad_to_good,62,-2.414251181387132,2.414251181387132,0.1144222065313235,16.21079913220349,1.0,-1.8837096152767059,1.8837096152767059,2.414251450569399
eval,head,inchoative,good_to_bad,62,2.705821006528793,2.705821006528793,0.14684266069916332,12.471942316466814,1.0,1.8837096152767059,1.8837096152767059,2.705821221874606
eval,low,causative,bad_to_good,280,-2.544526662145342,2.544526662145342,0.07687526786471,2.4821302236888045,0.9642857142857143,-3.6306143522262575,3.6306143522262575,2.544526822226388
eval,low,causative,good_to_bad,280,3.027109241485596,3.027109241485596,0.084171089949212,2.5294366218660658,0.9678571428571429,3.6306143522262575,3.6306143522262575,3.0271093096051898
eval,low,inchoative,bad_to_good,280,-1.1258640382971083,1.1258640382971083,0.04754144632818432,0.7920265795434991,0.9357142857142857,-1.6275277376174926,1.6275277376174926,1.1258638790675572
eval,low,inchoative,good_to_bad,280,1.61663715839386,1.61663715839386,0.06343068645919768,1.051328802841627,0.9357142857142857,1.6275277376174926,1.6275277376174926,1.6166372299194336
train,head,causative,bad_to_good,325,-3.4932711615929235,3.4932711615929235,0.05625455844124812,1.4151031280274302,1.0,-3.859241421039288,3.859241421039288,3.4932711791992186
train,head,causative,good_to_bad,325,3.693609291956975,3.693609291956975,0.06415090547896708,1.6639376777333466,1.0,3.859241421039288,3.859241421039288,3.6936094548152045
train,head,inchoative,bad_to_good,258,-2.4974094472190207,2.4974094472190207,0.057272098232293636,5.897039977503381,1.0,-1.9648544224657754,1.9648544224657754,2.497409561807795
train,head,inchoative,good_to_bad,258,2.8552042597024014,2.8552042597024014,0.07460285174173122,5.5523203696710075,1.0,1.9648544224657754,1.9648544224657754,2.8552042125731476
