split,pair_key,regime,subtask,template_id,context_id,subject,subject_class,direction,clean_side,corrupt_side,objective_clean_side,objective_corrupt_side,site,anchor_token_index,clean_verb,corrupt_verb,clean_source_zipf_regime,corrupt_source_zipf_regime,clean_inventory_source,corrupt_inventory_source,clean_suffix_lp,corrupt_suffix_lp,patched_suffix_lp,suffix_effect,signed_suffix_effect,clean_minus_corrupt_suffix_lp,signed_clean_minus_corrupt_suffix_lp,normalized_suffix_effect,clean_full_lp,corrupt_full_lp,patched_full_lp,full_effect,signed_full_effect,corrupt_prefix_lp,patched_prefix_lp,moves_toward_objective_clean
train,head|causative|object_frame_overlay_subject_tomorrow_s00|overlay_subject_tomorrow_s00_teacher|2|grow|disagree,head,causative,object_frame_overlay_subject_tomorrow_s00,overlay_subject_tomorrow_s00_teacher,teacher,manual_animate_subject,bad_to_good,bad,good,bad,good,resid_post_layer_18,6,disagree,grow,head,head,freqblimp_curated,freqblimp_curated,-22.425012588500977,-16.099266052246094,-16.074695587158203,0.024570465087890625,-0.024570465087890625,-6.325746536254883,6.325746536254883,-0.0038842000619325177,-51.39354705810547,-44.59905242919922,-44.57447814941406,0.02457427978515625,-0.02457427978515625,-28.499784469604492,-28.499784469604492,0
train,head|causative|object_frame_overlay_subject_tomorrow_s00|overlay_subject_tomorrow_s00_teacher|3|soak|compete,head,causative,object_frame_overlay_subject_tomorrow_s00,overlay_subject_tomorrow_s00_teacher,teacher,manual_animate_subject,bad_to_good,bad,good,bad,good,resid_post_layer_18,6,compete,soak,head,head,freqblimp_curated,freqblimp_curated,-17.93947982788086,-11.532254219055176,-11.501770973205566,0.030483245849609375,-0.030483245849609375,-6.407225608825684,6.407225608825684,-0.004757635786637509,-46.84551239013672,-41.71953582763672,-41.689056396484375,0.03047943115234375,-0.03047943115234375,-30.187284469604492,-30.187284469604492,0
train,head|causative|object_frame_overlay_subject_tomorrow_s00|overlay_subject_tomorrow_s00_teacher|4|slow|react,head,causative,object_frame_overlay_subject_tomorrow_s00,overlay_subject_tomorrow_s00_teacher,teacher,manual_animate_subject,bad_to_good,bad,good,bad,good,resid_post_layer_18,6,react,slow,head,head,freqblimp_curated,freqblimp_curated,-18.74061393737793,-17.583826065063477,-17.614269256591797,-0.030443191528320312,0.030443191528320312,-1.1567878723144531,1.1567878723144531,0.026317004402380915,-46.39664840698242,-46.05236053466797,-46.08280563354492,-0.030445098876953125,0.030445098876953125,-28.468534469604492,-28.468534469604492,1
train,head|causative|object_frame_overlay_subject_tomorrow_s00|overlay_subject_tomorrow_s00_teacher|5|move|die,head,causative,object_frame_overlay_subject_tomorrow_s00,overlay_subject_tomorrow_s00_teacher,teacher,manual_animate_subject,bad_to_good,bad,good,bad,good,resid_post_layer_18,6,die,move,head,head,freqblimp_curated,freqblimp_curated,-22.845260620117188,-13.459251403808594,-13.42104721069336,0.038204193115234375,-0.038204193115234375,-9.386009216308594,9.386009216308594,-0.00407033407221175,-47.56379699707031,-37.99028778076172,-37.95207977294922,0.0382080078125,-0.0382080078125,-24.53103256225586,-24.53103256225586,0
train,head|causative|object_frame_overlay_subject_tomorrow_s00|overlay_subject_tomorrow_s00_teacher|8|fade|disappear,head,causative,object_frame_overlay_subject_tomorrow_s00,overlay_subject_tomorrow_s00_teacher,teacher,manual_animate_subject,bad_to_good,bad,good,bad,good,resid_post_layer_18,6,disappear,fade,head,head,freqblimp_curated,freqblimp_curated,-17.131874084472656,-16.603073120117188,-16.471370697021484,0.13170242309570312,-0.13170242309570312,-0.5288009643554688,0.5288009643554688,-0.24905859098844338,-42.60041046142578,-45.94660949707031,-45.814903259277344,0.13170623779296875,-0.13170623779296875,-29.343534469604492,-29.343534469604492,0
train,head|causative|object_frame_overlay_subject_tomorrow_s00|overlay_subject_tomorrow_s00_teacher|9|dim|laugh,head,causative,object_frame_overlay_subject_tomorrow_s00,overlay_subject_tomorrow_s00_teacher,teacher,manual_animate_subject,bad_to_good,bad,good,bad,good,resid_post_layer_18,6,laugh,dim,head,head,freqblimp_curated,freqblimp_curated,-23.053245544433594,-16.510589599609375,-16.526470184326172,-0.015880584716796875,0.015880584716796875,-6.542655944824219,6.542655944824219,0.002427238242499933,-49.70928192138672,-45.3853759765625,-45.40125274658203,-0.01587677001953125,0.01587677001953125,-28.874784469604492,-28.874784469604492,1
train,head|causative|object_frame_overlay_subject_tomorrow_s00|overlay_subject_tomorrow_s00_teacher|10|stretch|scream,head,causative,object_frame_overlay_subject_tomorrow_s00,overlay_subject_tomorrow_s00_teacher,teacher,manual_animate_subject,bad_to_good,bad,good,bad,good,resid_post_layer_18,6,scream,stretch,head,head,freqblimp_curated,freqblimp_curated,-20.44363784790039,-15.752595901489258,-15.752080917358398,0.000514984130859375,-0.000514984130859375,-4.691041946411133,4.691041946411133,-0.00010978032956054934,-47.162174224853516,-44.09613037109375,-44.09561538696289,0.000514984130859375,-0.000514984130859375,-28.343534469604492,-28.343534469604492,0
train,head|causative|object_frame_overlay_subject_tomorrow_s00|overlay_subject_tomorrow_s00_teacher|11|bake|struggle,head,causative,object_frame_overlay_subject_tomorrow_s00,overlay_subject_tomorrow_s00_teacher,teacher,manual_animate_subject,bad_to_good,bad,good,bad,good,resid_post_layer_18,6,struggle,bake,head,head,freqblimp_curated,freqblimp_curated,-22.371074676513672,-16.796709060668945,-16.877016067504883,-0.0803070068359375,0.0803070068359375,-5.574365615844727,5.574365615844727,0.014406483601949379,-50.43335723876953,-43.07774353027344,-43.158050537109375,-0.0803070068359375,0.0803070068359375,-26.281034469604492,-26.281034469604492,1
train,head|causative|object_frame_overlay_subject_tomorrow_s00|overlay_subject_tomorrow_s00_teacher|12|benefit|appear,head,causative,object_frame_overlay_subject_tomorrow_s00,overlay_subject_tomorrow_s00_teacher,teacher,manual_animate_subject,bad_to_good,bad,good,bad,good,resid_post_layer_18,6,appear,benefit,head,head,freqblimp_curated,freqblimp_curated,-20.960731506347656,-22.270721435546875,-22.283029556274414,-0.012308120727539062,0.012308120727539062,1.3099899291992188,-1.3099899291992188,-0.009395584235569559,-45.429264068603516,-51.4267578125,-51.439064025878906,-0.01230621337890625,0.01230621337890625,-29.156034469604492,-29.156034469604492,1
train,head|causative|object_frame_overlay_subject_tomorrow_s00|overlay_subject_tomorrow_s00_teacher|13|burn|respond,head,causative,object_frame_overlay_subject_tomorrow_s00,overlay_subject_tomorrow_s00_teacher,teacher,manual_animate_subject,bad_to_good,bad,good,bad,good,resid_post_layer_18,6,respond,burn,head,head,freqblimp_curated,freqblimp_curated,-20.272363662719727,-13.165831565856934,-13.117929458618164,0.04790210723876953,-0.04790210723876953,-7.106532096862793,7.106532096862793,-0.006740574247165661,-46.49089813232422,-39.25936508178711,-39.211463928222656,0.047901153564453125,-0.047901153564453125,-26.093534469604492,-26.093534469604492,0
train,head|causative|object_frame_overlay_subject_tomorrow_s00|overlay_subject_tomorrow_s00_teacher|14|shrink|chat,head,causative,object_frame_overlay_subject_tomorrow_s00,overlay_subject_tomorrow_s00_teacher,teacher,manual_animate_subject,bad_to_good,bad,good,bad,good,resid_post_layer_18,6,chat,shrink,head,head,freqblimp_curated,freqblimp_curated,-21.624967575073242,-13.784454345703125,-13.777594566345215,0.006859779357910156,-0.006859779357910156,-7.840513229370117,7.840513229370117,-0.0008749145824043524,-48.34349822998047,-42.78424072265625,-42.77737808227539,0.006862640380859375,-0.006862640380859375,-28.999784469604492,-28.999784469604492,0
train,head|causative|object_frame_overlay_subject_tomorrow_s00|overlay_subject_tomorrow_s00_teacher|15|open|exist,head,causative,object_frame_overlay_subject_tomorrow_s00,overlay_subject_tomorrow_s00_teacher,teacher,manual_animate_subject,bad_to_good,bad,good,bad,good,resid_post_layer_18,6,exist,open,head,head,freqblimp_curated,freqblimp_curated,-20.507495880126953,-14.061144828796387,-14.03464126586914,0.026503562927246094,-0.026503562927246094,-6.446351051330566,6.446351051330566,-0.004111405462750217,-49.85102844238281,-37.65467834472656,-37.628173828125,0.0265045166015625,-0.0265045166015625,-23.59353256225586,-23.59353256225586,0
train,head|causative|object_frame_overlay_subject_tomorrow_s00|overlay_subject_tomorrow_s00_teacher|16|shut|arrive,head,causative,object_frame_overlay_subject_tomorrow_s00,overlay_subject_tomorrow_s00_teacher,teacher,manual_animate_subject,bad_to_good,bad,good,bad,good,resid_post_layer_18,6,arrive,shut,head,head,freqblimp_curated,freqblimp_curated,-21.448726654052734,-17.520925521850586,-17.494033813476562,0.026891708374023438,-0.026891708374023438,-3.9278011322021484,3.9278011322021484,-0.006846504562960503,-43.354759216308594,-44.42695999145508,-44.40006637573242,0.02689361572265625,-0.02689361572265625,-26.906034469604492,-26.906034469604492,0
train,head|causative|object_frame_overlay_subject_tomorrow_s00|overlay_subject_tomorrow_s00_teacher|17|chip|vanish,head,causative,object_frame_overlay_subject_tomorrow_s00,overlay_subject_tomorrow_s00_teacher,teacher,manual_animate_subject,bad_to_good,bad,good,bad,good,resid_post_layer_18,6,vanish,chip,head,head,freqblimp_curated,freqblimp_curated,-17.075637817382812,-14.314166069030762,-14.299850463867188,0.014315605163574219,-0.014315605163574219,-2.761471748352051,2.761471748352051,-0.005184049111535278,-45.35667037963867,-44.12644958496094,-44.11213684082031,0.014312744140625,-0.014312744140625,-29.812284469604492,-29.812284469604492,0
