split,regime,subtask,label_column,n_good,n_bad,mean_coord_good,mean_coord_bad,mean_good_minus_bad,auc_good_gt_bad,orientation_free_auc,best_threshold_acc,best_threshold,best_threshold_direction_for_good
eval,head,causative,side,115,115,-2.491409159095391,-1.6338766086360683,-0.8575325504593228,0.437882797731569,0.562117202268431,0.5695652173913044,-3.327122449874878,positive_low
eval,head,inchoative,side,62,62,-2.7021839974388,-1.896290314293677,-0.8058936831451229,0.40244536940686787,0.5975546305931321,0.6129032258064516,-2.3764103651046753,positive_low
eval,low,causative,side,280,280,-2.343688316962549,-2.1288429673228944,-0.21484534963965451,0.4883418367346939,0.5116581632653061,0.5553571428571429,-0.934416800737381,positive_low
eval,low,inchoative,side,280,280,-2.754706703924707,-2.4060481746281894,-0.34865852929651764,0.4513265306122449,0.5486734693877551,0.5660714285714286,-2.0575714111328125,positive_low
train,head,causative,side,325,325,-2.4197801872400135,-2.1754123250796247,-0.24436786216038886,0.5350816568047337,0.5350816568047337,0.5815384615384616,-3.327837824821472,positive_high
train,head,inchoative,side,258,258,-2.03099826012933,-1.536999716257402,-0.4939985438719279,0.44339282495042365,0.5566071750495764,0.560077519379845,-1.316390872001648,positive_low
