split,regime,subtask,direction,n,mean_suffix_effect,mean_signed_suffix_effect,sem_signed_suffix_effect,mean_normalized_suffix_effect,move_success_rate,mean_clean_minus_corrupt_suffix_lp,mean_signed_clean_minus_corrupt_suffix_lp,mean_signed_full_effect
eval,head,causative,bad_to_good,115,0.006211338872494905,-0.006211338872494905,0.006051247253584683,-0.017939451386966232,0.391304347826087,-3.6197681758714757,3.6197681758714757,-0.006211653999660326
eval,head,causative,good_to_bad,115,0.018609254256538723,0.018609254256538723,0.006323324751540767,0.008087165993100848,0.5826086956521739,3.6197681758714757,3.6197681758714757,0.018609420112941578
eval,head,inchoative,bad_to_good,62,-0.02074462752188406,0.02074462752188406,0.008599425055289411,-0.19085849157371426,0.6774193548387096,-1.8837096152767059,1.8837096152767059,0.02074484671315839
eval,head,inchoative,good_to_bad,62,0.011803942341958322,0.011803942341958322,0.011040275887257804,-0.43246222074010116,0.5645161290322581,1.8837096152767059,1.8837096152767059,0.011804119233162172
eval,low,causative,bad_to_good,280,6.607600620814732e-07,-6.607600620814732e-07,0.0033521339201382544,0.004542644318186233,0.48928571428571427,-3.6306143522262575,3.6306143522262575,-7.765633719308036e-07
eval,low,causative,good_to_bad,280,-0.0041925907135009766,-0.0041925907135009766,0.0036999557733148544,-0.015683072005521978,0.4607142857142857,3.6306143522262575,3.6306143522262575,-0.004192556653703962
eval,low,inchoative,bad_to_good,280,-0.006174906662532262,0.006174906662532262,0.0025124695443473296,0.001627560857071496,0.5178571428571429,-1.6275277376174926,1.6275277376174926,0.006174918583461217
eval,low,inchoative,good_to_bad,280,0.005960553884506226,0.005960553884506226,0.003698871644499975,0.00045771363953308854,0.5821428571428572,1.6275277376174926,1.6275277376174926,0.005960682460239956
train,head,causative,bad_to_good,325,-0.0011074623694786658,0.0011074623694786658,0.0037731591151107073,0.0001660318452727903,0.5015384615384615,-3.859241421039288,3.859241421039288,0.0011074359600360577
train,head,causative,good_to_bad,325,0.012544297438401443,0.012544297438401443,0.005983539184646955,0.016238155595947348,0.5476923076923077,3.859241421039288,3.859241421039288,0.012544414813701924
train,head,inchoative,bad_to_good,258,-0.015658840652584105,0.015658840652584105,0.0033126166417132836,0.15242898501659066,0.5930232558139535,-1.9648544224657754,1.9648544224657754,0.0156589478485344
train,head,inchoative,good_to_bad,258,0.016071513641712276,0.016071513641712276,0.0058224532918115515,0.16979863083942728,0.5930232558139535,1.9648544224657754,1.9648544224657754,0.016071393508319706
