split,regime,subtask,direction,n,mean_suffix_effect,mean_signed_suffix_effect,sem_signed_suffix_effect,mean_normalized_suffix_effect,move_success_rate,mean_clean_minus_corrupt_suffix_lp,mean_signed_clean_minus_corrupt_suffix_lp,mean_signed_full_effect
eval,head,causative,bad_to_good,115,0.11401107622229535,-0.03291442705237347,0.03473916589673204,-0.008469299868964131,0.48695652173913045,-3.6197681758714757,-0.204064593107804,-0.032914435345193616
eval,head,causative,good_to_bad,115,-0.059347774671471634,-0.014989197772482168,0.035316431491348534,-0.10913337285798307,0.4782608695652174,3.6197681758714757,0.8296521062436311,-0.014989007037618886
eval,head,inchoative,bad_to_good,62,0.03175208645482217,-0.05286932760669339,0.042548774433504445,-5.709872494482022,0.3870967741935484,-1.8837096152767059,0.4789811795757663,-0.052869642934491555
eval,head,inchoative,good_to_bad,62,-0.04965526826920048,-0.018504065852011402,0.06667198462546019,-4.371596680362072,0.5161290322580645,1.8837096152767059,0.4064884493427892,-0.018504204288605722
eval,low,causative,bad_to_good,280,0.04337979895727975,-1.938513347080776e-05,0.01907677454879302,-0.09508909667095738,0.5107142857142857,-3.6306143522262575,0.02836235591343471,-1.9441332135881697e-05
eval,low,causative,good_to_bad,280,0.0022991486958095007,0.004318390573774066,0.018422740592611814,0.037592747069203784,0.5071428571428571,3.6306143522262575,0.16717449596949985,0.004318210056849889
eval,low,inchoative,bad_to_good,280,-0.0037125297955104284,0.012280996356691633,0.008453976475794236,-0.0035772487576697137,0.5142857142857142,-1.6275277376174926,-0.09810049533843994,0.012280961445399693
eval,low,inchoative,good_to_bad,280,0.023399410928998676,0.018931562559945242,0.016806485329942326,0.0217347434938773,0.5107142857142857,1.6275277376174926,0.06571721519742693,0.018931593213762556
train,head,causative,bad_to_good,325,0.07025779137244591,0.12669110224797175,0.02113788373964897,-0.07109610166663402,0.5876923076923077,-3.859241421039288,-0.29220816979041464,0.12669090857872597
train,head,causative,good_to_bad,325,-0.017591470571664665,0.15748893150916465,0.02785603512341409,-0.015138131773005284,0.6369230769230769,3.859241421039288,0.15275586641751804,0.15748911930964543
train,head,inchoative,bad_to_good,258,0.041774539984473884,0.14384452224701874,0.028885711160924196,-0.12973016913820318,0.6046511627906976,-1.9648544224657754,-0.15783334425253462,0.14384450099264928
train,head,inchoative,good_to_bad,258,-0.049858614455821904,0.32760746534480606,0.0372197263826128,-0.35236939626686975,0.686046511627907,1.9648544224657754,0.16990850784981898,0.32760753927304764
