split,pair_key,regime,subtask,template_id,context_id,subject,subject_class,direction,clean_side,corrupt_side,objective_clean_side,objective_corrupt_side,site,anchor_token_index,clean_verb,corrupt_verb,clean_source_zipf_regime,corrupt_source_zipf_regime,clean_inventory_source,corrupt_inventory_source,clean_suffix_lp,corrupt_suffix_lp,patched_suffix_lp,suffix_effect,signed_suffix_effect,clean_minus_corrupt_suffix_lp,signed_clean_minus_corrupt_suffix_lp,normalized_suffix_effect,clean_full_lp,corrupt_full_lp,patched_full_lp,full_effect,signed_full_effect,corrupt_prefix_lp,patched_prefix_lp,moves_toward_objective_clean
train,head|causative|object_frame_overlay_subject_tomorrow_s00|overlay_subject_tomorrow_s00_teacher|2|grow|disagree,head,causative,object_frame_overlay_subject_tomorrow_s00,overlay_subject_tomorrow_s00_teacher,teacher,manual_animate_subject,bad_to_good,bad,good,bad,good,resid_post_layer_23,6,disagree,grow,head,head,freqblimp_curated,freqblimp_curated,-22.425012588500977,-16.099266052246094,-16.065467834472656,0.0337982177734375,-0.0337982177734375,-6.325746536254883,6.325746536254883,-0.005342961116087891,-51.39354705810547,-44.59905242919922,-44.56525421142578,0.0337982177734375,-0.0337982177734375,-28.499784469604492,-28.499784469604492,0
train,head|causative|object_frame_overlay_subject_tomorrow_s00|overlay_subject_tomorrow_s00_teacher|3|soak|compete,head,causative,object_frame_overlay_subject_tomorrow_s00,overlay_subject_tomorrow_s00_teacher,teacher,manual_animate_subject,bad_to_good,bad,good,bad,good,resid_post_layer_23,6,compete,soak,head,head,freqblimp_curated,freqblimp_curated,-17.93947982788086,-11.532254219055176,-11.531490325927734,0.0007638931274414062,-0.0007638931274414062,-6.407225608825684,6.407225608825684,-0.00011922369744389453,-46.84551239013672,-41.71953582763672,-41.718772888183594,0.000762939453125,-0.000762939453125,-30.187284469604492,-30.187284469604492,0
train,head|causative|object_frame_overlay_subject_tomorrow_s00|overlay_subject_tomorrow_s00_teacher|4|slow|react,head,causative,object_frame_overlay_subject_tomorrow_s00,overlay_subject_tomorrow_s00_teacher,teacher,manual_animate_subject,bad_to_good,bad,good,bad,good,resid_post_layer_23,6,react,slow,head,head,freqblimp_curated,freqblimp_curated,-18.74061393737793,-17.583826065063477,-17.583789825439453,3.62396240234375e-05,-3.62396240234375e-05,-1.1567878723144531,1.1567878723144531,-3.1327804250688385e-05,-46.39664840698242,-46.05236053466797,-46.05232620239258,3.4332275390625e-05,-3.4332275390625e-05,-28.468534469604492,-28.468534469604492,0
train,head|causative|object_frame_overlay_subject_tomorrow_s00|overlay_subject_tomorrow_s00_teacher|5|move|die,head,causative,object_frame_overlay_subject_tomorrow_s00,overlay_subject_tomorrow_s00_teacher,teacher,manual_animate_subject,bad_to_good,bad,good,bad,good,resid_post_layer_23,6,die,move,head,head,freqblimp_curated,freqblimp_curated,-22.845260620117188,-13.459251403808594,-13.42070198059082,0.03854942321777344,-0.03854942321777344,-9.386009216308594,9.386009216308594,-0.004107115423538276,-47.56379699707031,-37.99028778076172,-37.95173645019531,0.03855133056640625,-0.03855133056640625,-24.53103256225586,-24.53103256225586,0
train,head|causative|object_frame_overlay_subject_tomorrow_s00|overlay_subject_tomorrow_s00_teacher|8|fade|disappear,head,causative,object_frame_overlay_subject_tomorrow_s00,overlay_subject_tomorrow_s00_teacher,teacher,manual_animate_subject,bad_to_good,bad,good,bad,good,resid_post_layer_23,6,disappear,fade,head,head,freqblimp_curated,freqblimp_curated,-17.131874084472656,-16.603073120117188,-16.603099822998047,-2.6702880859375e-05,2.6702880859375e-05,-0.5288009643554688,0.5288009643554688,5.049703510265326e-05,-42.60041046142578,-45.94660949707031,-45.946632385253906,-2.288818359375e-05,2.288818359375e-05,-29.343534469604492,-29.343534469604492,1
train,head|causative|object_frame_overlay_subject_tomorrow_s00|overlay_subject_tomorrow_s00_teacher|9|dim|laugh,head,causative,object_frame_overlay_subject_tomorrow_s00,overlay_subject_tomorrow_s00_teacher,teacher,manual_animate_subject,bad_to_good,bad,good,bad,good,resid_post_layer_23,6,laugh,dim,head,head,freqblimp_curated,freqblimp_curated,-23.053245544433594,-16.510589599609375,-16.50921058654785,0.0013790130615234375,-0.0013790130615234375,-6.542655944824219,6.542655944824219,-0.0002107726698687787,-49.70928192138672,-45.3853759765625,-45.383995056152344,0.00138092041015625,-0.00138092041015625,-28.874784469604492,-28.874784469604492,0
train,head|causative|object_frame_overlay_subject_tomorrow_s00|overlay_subject_tomorrow_s00_teacher|10|stretch|scream,head,causative,object_frame_overlay_subject_tomorrow_s00,overlay_subject_tomorrow_s00_teacher,teacher,manual_animate_subject,bad_to_good,bad,good,bad,good,resid_post_layer_23,6,scream,stretch,head,head,freqblimp_curated,freqblimp_curated,-20.44363784790039,-15.752595901489258,-15.745287895202637,0.007308006286621094,-0.007308006286621094,-4.691041946411133,4.691041946411133,-0.0015578641952268327,-47.162174224853516,-44.09613037109375,-44.08882141113281,0.0073089599609375,-0.0073089599609375,-28.343534469604492,-28.343534469604492,0
train,head|causative|object_frame_overlay_subject_tomorrow_s00|overlay_subject_tomorrow_s00_teacher|11|bake|struggle,head,causative,object_frame_overlay_subject_tomorrow_s00,overlay_subject_tomorrow_s00_teacher,teacher,manual_animate_subject,bad_to_good,bad,good,bad,good,resid_post_layer_23,6,struggle,bake,head,head,freqblimp_curated,freqblimp_curated,-22.371074676513672,-16.796709060668945,-16.81121826171875,-0.014509201049804688,0.014509201049804688,-5.574365615844727,5.574365615844727,0.0026028434533542874,-50.43335723876953,-43.07774353027344,-43.09225082397461,-0.014507293701171875,0.014507293701171875,-26.281034469604492,-26.281034469604492,1
train,head|causative|object_frame_overlay_subject_tomorrow_s00|overlay_subject_tomorrow_s00_teacher|12|benefit|appear,head,causative,object_frame_overlay_subject_tomorrow_s00,overlay_subject_tomorrow_s00_teacher,teacher,manual_animate_subject,bad_to_good,bad,good,bad,good,resid_post_layer_23,6,appear,benefit,head,head,freqblimp_curated,freqblimp_curated,-20.960731506347656,-22.270721435546875,-22.27025604248047,0.00046539306640625,-0.00046539306640625,1.3099899291992188,-1.3099899291992188,0.0003552646138972528,-45.429264068603516,-51.4267578125,-51.426292419433594,0.00046539306640625,-0.00046539306640625,-29.156034469604492,-29.156034469604492,0
train,head|causative|object_frame_overlay_subject_tomorrow_s00|overlay_subject_tomorrow_s00_teacher|13|burn|respond,head,causative,object_frame_overlay_subject_tomorrow_s00,overlay_subject_tomorrow_s00_teacher,teacher,manual_animate_subject,bad_to_good,bad,good,bad,good,resid_post_layer_23,6,respond,burn,head,head,freqblimp_curated,freqblimp_curated,-20.272363662719727,-13.165831565856934,-13.172609329223633,-0.006777763366699219,0.006777763366699219,-7.106532096862793,7.106532096862793,0.0009537371075395958,-46.49089813232422,-39.25936508178711,-39.266143798828125,-0.006778717041015625,0.006778717041015625,-26.093534469604492,-26.093534469604492,1
train,head|causative|object_frame_overlay_subject_tomorrow_s00|overlay_subject_tomorrow_s00_teacher|14|shrink|chat,head,causative,object_frame_overlay_subject_tomorrow_s00,overlay_subject_tomorrow_s00_teacher,teacher,manual_animate_subject,bad_to_good,bad,good,bad,good,resid_post_layer_23,6,chat,shrink,head,head,freqblimp_curated,freqblimp_curated,-21.624967575073242,-13.784454345703125,-13.782735824584961,0.0017185211181640625,-0.0017185211181640625,-7.840513229370117,7.840513229370117,-0.00021918477373733392,-48.34349822998047,-42.78424072265625,-42.78252029418945,0.001720428466796875,-0.001720428466796875,-28.999784469604492,-28.999784469604492,0
