split,regime,subtask,label_column,n_good,n_bad,mean_coord_good,mean_coord_bad,mean_good_minus_bad,auc_good_gt_bad,orientation_free_auc,best_threshold_acc,best_threshold,best_threshold_direction_for_good
eval,head,causative,side,115,115,-7.304454232298809,4.854875212130339,-12.159329444429147,0.0003780718336483932,0.9996219281663516,0.991304347826087,-2.1790419816970825,positive_low
eval,head,inchoative,side,62,62,-8.04124782162328,-16.364019224720618,8.322771403097338,0.9947970863683663,0.9947970863683663,0.9838709677419355,-13.0691499710083,positive_high
eval,low,causative,side,280,280,-8.460286047628948,2.0939479290374687,-10.554233976666417,0.029056122448979593,0.9709438775510204,0.9482142857142857,-2.9489718675613403,positive_low
eval,low,inchoative,side,280,280,-8.1549340482269,-14.821006449631282,6.6660724014043815,0.8906505102040816,0.8906505102040816,0.8392857142857143,-11.631409168243408,positive_high
train,head,causative,side,325,325,-7.319893901714912,5.1037626658953155,-12.423656567610227,0.0010698224852071006,0.9989301775147928,0.9815384615384616,-0.1506108045578003,positive_low
train,head,inchoative,side,258,258,-8.122840110876764,-16.613463959952657,8.490623849075893,0.9925485247280812,0.9925485247280812,0.9573643410852714,-12.89967679977417,positive_high
