split,regime,subtask,label_column,n_good,n_bad,mean_coord_good,mean_coord_bad,mean_good_minus_bad,auc_good_gt_bad,orientation_free_auc,best_threshold_acc,best_threshold,best_threshold_direction_for_good
eval,head,causative,side,115,115,-15.055964125757631,0.7145450478014739,-15.770509173559105,0.0008317580340264651,0.9991682419659735,0.991304347826087,-7.521004915237427,positive_low
eval,head,inchoative,side,62,62,-16.235277160521477,-28.10326606996598,11.867988909444502,0.9953173777315296,0.9953173777315296,0.967741935483871,-24.80862331390381,positive_high
eval,low,causative,side,280,280,-16.605916959898813,-2.7170036009379794,-13.888913358960835,0.03646683673469388,0.9635331632653061,0.9303571428571429,-8.847436428070068,positive_low
eval,low,inchoative,side,280,280,-16.213303762674332,-26.811263261522566,10.597959498848233,0.9166454081632653,0.9166454081632653,0.8375,-19.820059776306152,positive_high
train,head,causative,side,325,325,-15.265795627007117,1.1126694143735445,-16.37846504138066,0.001637869822485207,0.9983621301775147,0.98,-8.492938995361328,positive_low
train,head,inchoative,side,258,258,-16.194240899049035,-28.37139725500299,12.177156355953954,0.9924133165074215,0.9924133165074215,0.9573643410852714,-22.337193489074707,positive_high
