split,regime,subtask,direction,n,mean_suffix_effect,mean_signed_suffix_effect,sem_signed_suffix_effect,mean_normalized_suffix_effect,move_success_rate,mean_clean_minus_corrupt_suffix_lp,mean_signed_clean_minus_corrupt_suffix_lp,mean_signed_full_effect
eval,head,causative,bad_to_good,115,-0.04711284637451172,0.02589195085608441,0.0187213895098678,-0.14592908784401387,0.4956521739130435,-3.6197681758714757,-0.204064593107804,0.025891909391983697
eval,head,causative,good_to_bad,115,-0.07314717665962552,-0.012809264141580333,0.024506782105232085,0.05362010160260816,0.4782608695652174,3.6197681758714757,0.8296521062436311,-0.012809056821076767
eval,head,inchoative,bad_to_good,62,-0.27900710028986775,0.16629136377765286,0.10790822215440046,4.980876971249839,0.6129032258064516,-1.8837096152767059,0.4789811795757663,0.16629139069587953
eval,head,inchoative,good_to_bad,62,0.23453404057410457,-0.02438891318536574,0.09675922006334625,4.07201616518405,0.5,1.8837096152767059,0.4064884493427892,-0.024388897803521926
eval,low,causative,bad_to_good,280,-0.0021913817950657438,0.0049338221549987795,0.006892352825666797,0.011927735649534746,0.5357142857142857,-3.6306143522262575,0.02836235591343471,0.004933888571602958
eval,low,causative,good_to_bad,280,-0.03141046592167446,0.01422055448804583,0.011915251872632789,-0.03295343720030788,0.5035714285714286,3.6306143522262575,0.16717449596949985,0.014220373971121652
eval,low,inchoative,bad_to_good,280,-0.09210071861743926,-0.01049066994871412,0.04600006622388488,-0.5721128820932104,0.49642857142857144,-1.6275277376174926,-0.09810049533843994,-0.010490758078438895
eval,low,inchoative,good_to_bad,280,0.08681401652949197,0.03212173538548606,0.04697241104057372,-0.3352652540204297,0.5285714285714286,1.6275277376174926,0.06571721519742693,0.032121917179652626
train,head,causative,bad_to_good,325,-0.039869607778695915,0.061499610314002404,0.01249931888993308,-0.0015531819161530259,0.5446153846153846,-3.859241421039288,-0.29220816979041464,0.06149959857647236
train,head,causative,good_to_bad,325,-0.06073806469257061,0.05205708723801833,0.013451454099250113,-0.005041549005804458,0.5384615384615384,3.859241421039288,0.15275586641751804,0.052057213416466346
train,head,inchoative,bad_to_good,258,-0.17829345178234485,0.5739994631257168,0.05018680027201476,0.8168557909363446,0.748062015503876,-1.9648544224657754,-0.15783334425253462,0.5739994270856991
train,head,inchoative,good_to_bad,258,0.15023521951926772,0.44834880403770033,0.04543856616257314,0.8960978192661881,0.7209302325581395,1.9648544224657754,0.16990850784981898,0.448348740274592
