split,regime,subtask,label_column,n_good,n_bad,mean_coord_good,mean_coord_bad,mean_good_minus_bad,auc_good_gt_bad,orientation_free_auc,best_threshold_acc,best_threshold,best_threshold_direction_for_good
eval,head,causative,side,115,115,1.2927278497944708,0.30612715793692546,0.9866006918575453,0.7278638941398866,0.7278638941398866,0.717391304347826,0.8138357996940613,positive_high
eval,head,inchoative,side,62,62,1.4075354433828784,1.295298901296431,0.11223654208644729,0.5332986472424558,0.5332986472424558,0.5967741935483871,1.8232461214065552,positive_high
eval,low,causative,side,280,280,1.8755995863250323,1.3727197783333915,0.5028798079916408,0.5917857142857142,0.5917857142857142,0.6107142857142858,0.6399112939834595,positive_high
eval,low,inchoative,side,280,280,1.8329998912555832,2.2539221941360403,-0.4209223028804572,0.39705357142857145,0.6029464285714285,0.6035714285714285,2.716500401496887,positive_low
train,head,causative,side,325,325,1.2830035466414231,0.26008566177808323,1.02291788486334,0.7119431952662721,0.7119431952662721,0.6723076923076923,0.905941903591156,positive_high
train,head,inchoative,side,258,258,1.547463102858196,1.2347447033538375,0.31271839950435854,0.5667327684634337,0.5667327684634337,0.5891472868217055,1.924627959728241,positive_high
