split,regime,subtask,label_column,n_good,n_bad,mean_coord_good,mean_coord_bad,mean_good_minus_bad,auc_good_gt_bad,orientation_free_auc,best_threshold_acc,best_threshold,best_threshold_direction_for_good
eval,head,causative,side,115,115,-11.524952438603277,3.13025571367015,-14.655208152273428,0.00022684310018903592,0.9997731568998109,0.991304347826087,-5.212328672409058,positive_low
eval,head,inchoative,side,62,62,-12.49443950960713,-22.95489984943021,10.46046033982308,0.9955775234131113,0.9955775234131113,0.9838709677419355,-18.998194694519043,positive_high
eval,low,causative,side,280,280,-12.738430258205959,-0.27607526459864207,-12.462354993607317,0.03535714285714286,0.9646428571428571,0.9392857142857143,-5.4666666984558105,positive_low
eval,low,inchoative,side,280,280,-12.350488547342165,-21.69317217213767,9.342683624795503,0.9124234693877551,0.9124234693877551,0.8339285714285715,-18.95283031463623,positive_high
train,head,causative,side,325,325,-11.661402414028462,3.47384781562365,-15.135250229652112,0.0010414201183431952,0.9989585798816568,0.9830769230769231,-3.5015898942947388,positive_low
train,head,inchoative,side,258,258,-12.536124590755433,-23.3123952806458,10.776270689890366,0.9928640105762875,0.9928640105762875,0.9612403100775194,-18.311121940612793,positive_high
