split,regime,subtask,label_column,n_good,n_bad,mean_coord_good,mean_coord_bad,mean_good_minus_bad,auc_good_gt_bad,orientation_free_auc,best_threshold_acc,best_threshold,best_threshold_direction_for_good
eval,head,causative,side,115,115,-4.99608830731848,-4.215974536408549,-0.7801137709099315,0.40090737240075613,0.5990926275992439,0.6173913043478261,-3.856754779815674,positive_low
eval,head,inchoative,side,62,62,-4.135915542802503,-2.163204832423118,-1.9727107103793853,0.34963579604578565,0.6503642039542143,0.6451612903225806,-1.2413565516471863,positive_low
eval,low,causative,side,280,280,-4.186907306686043,-4.787105962846961,0.6001986561609174,0.5565943877551021,0.5565943877551021,0.5982142857142857,-7.275789737701416,positive_high
eval,low,inchoative,side,280,280,-4.695821506689701,-1.994514450404261,-2.70130705628544,0.2071938775510204,0.7928061224489796,0.7196428571428571,-3.898205876350403,positive_low
train,head,causative,side,325,325,-4.3132488621198215,-4.477380895339525,0.16413203321970382,0.4827076923076923,0.5172923076923077,0.5461538461538461,1.7345971465110779,positive_high
train,head,inchoative,side,258,258,-4.331438651380613,-1.9939023214717244,-2.3375363299088887,0.34209182140496364,0.6579081785950364,0.6298449612403101,-3.325035572052002,positive_low
