paradigm,band,n_crossed_sentences,n_good_verb_types,source_same_rows_accuracy,crossed_accuracy,curated_accuracy,source_same_rows_margin,crossed_margin,curated_margin,pair_equal_curated_minus_crossed_accuracy,accuracy_ci_lo,accuracy_ci_hi,pair_equal_curated_minus_crossed_margin,margin_ci_lo,margin_ci_hi
passive_1,head,102,26,0.7450980392156863,0.8235294117647058,1.0,2.5065672790229905,2.9148696463043784,9.330236889995062,0.18440170940170938,0.07350427350427349,0.3096153846153846,6.302241844295437,5.0784362293652485,7.503141665501663
passive_1,tail,175,50,0.7428571428571429,0.8057142857142857,0.99,2.6250735973234156,2.8849180205698524,9.968569560568431,0.17209523809523808,0.11223809523809525,0.2378095238095238,6.744898872312813,5.643846059331333,7.846411081068649
passive_1,xtail,412,50,0.7427184466019418,0.7135922330097088,0.99,2.164642308137083,1.8863297794837175,7.1780508738145,0.2899199689199689,0.21930824730824733,0.3664482184482185,5.379937688215066,4.396127364312116,6.372011694314405
passive_2,head,88,26,0.8295454545454546,0.8181818181818182,1.0,2.6925140727650034,2.4660789221525192,6.890035427533663,0.14647435897435898,0.05993589743589744,0.2512820512820513,4.25573936677896,2.949449960543559,5.437674314547808
passive_2,tail,155,50,0.8129032258064516,0.8387096774193549,0.99,2.6705498830362733,2.6035709760399657,7.887748136540177,0.12066666666666666,0.055999999999999994,0.19666666666666668,4.939447367454647,3.9889859671938854,5.854961324106747
passive_2,xtail,407,50,0.7321867321867321,0.7346437346437347,0.96,1.846778777537236,1.7282428903538385,5.1419200715021,0.2142869907869908,0.12908585858585858,0.29676157176157175,3.3824163660438904,2.489406090973941,4.265103711464582
