regime,subtask,direction,site,site_index,n,mean_attribution,mean_abs_attribution,mean_corrupt_metric,mean_clean_metric
tail,transitive,bad_to_good,resid_post_layer_03,4,17,1.1059857536764706,1.3457605698529411,-4.430147030774285,-1.772058837554034
tail,transitive,bad_to_good,resid_post_layer_02,3,17,0.5905330882352942,1.2578125,-4.430147030774285,-1.772058837554034
tail,transitive,bad_to_good,resid_post_layer_01,2,17,0.834716796875,1.038186465992647,-4.430147030774285,-1.772058837554034
tail,transitive,bad_to_good,resid_post_layer_00,1,17,0.30331241383272056,0.9734568876378676,-4.430147030774285,-1.772058837554034
tail,transitive,bad_to_good,resid_embed,0,17,0.2932559742647059,0.7952090992647058,-4.430147030774285,-1.772058837554034
tail,transitive,good_to_bad,resid_post_layer_21,22,17,4.505284926470588,4.77734375,1.772058837554034,4.430147030774285
tail,transitive,good_to_bad,resid_post_layer_20,21,17,4.019847196691177,4.361356847426471,1.772058837554034,4.430147030774285
tail,transitive,good_to_bad,resid_post_layer_19,20,17,3.7001953125,4.144129136029412,1.772058837554034,4.430147030774285
tail,transitive,good_to_bad,resid_post_layer_16,17,17,3.3540900735294117,4.094898897058823,1.772058837554034,4.430147030774285
tail,transitive,good_to_bad,resid_post_layer_15,16,17,3.672909007352941,4.083524816176471,1.772058837554034,4.430147030774285
tail,transitive,good_to_bad,resid_post_layer_22,23,17,3.8488051470588234,3.921875,1.772058837554034,4.430147030774285
tail,transitive,good_to_bad,resid_post_layer_14,15,17,3.1171875,3.824908088235294,1.772058837554034,4.430147030774285
tail,transitive,good_to_bad,resid_post_layer_18,19,17,3.2558880974264706,3.8206858915441178,1.772058837554034,4.430147030774285
tail,transitive,good_to_bad,resid_post_layer_12,13,17,3.0867417279411766,3.562844669117647,1.772058837554034,4.430147030774285
tail,transitive,good_to_bad,resid_post_layer_13,14,17,2.7574965533088234,3.392779181985294,1.772058837554034,4.430147030774285
tail,transitive,good_to_bad,resid_post_layer_17,18,17,2.5642233455882355,3.2179457720588234,1.772058837554034,4.430147030774285
tail,transitive,good_to_bad,resid_post_layer_23,24,17,2.664104237275965,3.2164104686063877,1.772058837554034,4.430147030774285
tail,transitive,good_to_bad,resid_post_layer_10,11,17,2.279239430147059,3.0788717830882355,1.772058837554034,4.430147030774285
tail,transitive,good_to_bad,resid_post_layer_09,10,17,2.073529411764706,2.823529411764706,1.772058837554034,4.430147030774285
tail,transitive,good_to_bad,resid_post_layer_11,12,17,1.9645457548253678,2.786007151884191,1.772058837554034,4.430147030774285
tail,transitive,good_to_bad,resid_post_layer_07,8,17,1.9909524356617647,2.745260799632353,1.772058837554034,4.430147030774285
tail,transitive,good_to_bad,resid_post_layer_08,9,17,1.8072150735294117,2.60546875,1.772058837554034,4.430147030774285
tail,transitive,good_to_bad,resid_post_layer_06,7,17,1.6030560661764706,2.4408318014705883,1.772058837554034,4.430147030774285
tail,transitive,good_to_bad,resid_post_layer_05,6,17,1.4116498161764706,2.2616038602941178,1.772058837554034,4.430147030774285
tail,transitive,good_to_bad,resid_post_layer_04,5,17,1.3782169117647058,2.2162224264705883,1.772058837554034,4.430147030774285
tail,transitive,good_to_bad,resid_post_layer_03,4,17,0.7464096966911765,2.0442038143382355,1.772058837554034,4.430147030774285
tail,transitive,good_to_bad,resid_post_layer_02,3,17,-0.022030101102941176,1.8220645680147058,1.772058837554034,4.430147030774285
tail,transitive,good_to_bad,resid_post_layer_01,2,17,-0.5095071231617647,1.3336684283088236,1.772058837554034,4.430147030774285
tail,transitive,good_to_bad,resid_post_layer_00,1,17,-0.17957261029411764,1.2728630514705883,1.772058837554034,4.430147030774285
tail,transitive,good_to_bad,resid_embed,0,17,0.08784754136029412,0.7139102711397058,1.772058837554034,4.430147030774285
xtail,transitive,bad_to_good,resid_post_layer_23,24,12,2.4298502604166665,3.0460611979166665,-4.447916626930237,-2.0234374701976776
xtail,transitive,bad_to_good,resid_post_layer_18,19,12,2.6451822916666665,2.9456380208333335,-4.447916626930237,-2.0234374701976776
xtail,transitive,bad_to_good,resid_post_layer_16,17,12,2.0538736979166665,2.7273763020833335,-4.447916626930237,-2.0234374701976776
xtail,transitive,bad_to_good,resid_post_layer_19,20,12,2.55322265625,2.7137044270833335,-4.447916626930237,-2.0234374701976776
xtail,transitive,bad_to_good,resid_post_layer_15,16,12,1.3362630208333333,2.5647786458333335,-4.447916626930237,-2.0234374701976776
xtail,transitive,bad_to_good,resid_post_layer_17,18,12,2.22607421875,2.5592447916666665,-4.447916626930237,-2.0234374701976776
xtail,transitive,bad_to_good,resid_post_layer_14,15,12,1.6079915364583333,2.4545084635416665,-4.447916626930237,-2.0234374701976776
xtail,transitive,bad_to_good,resid_post_layer_21,22,12,-0.8115641276041666,2.2564697265625,-4.447916626930237,-2.0234374701976776
xtail,transitive,bad_to_good,resid_post_layer_22,23,12,1.3084309895833333,2.2439778645833335,-4.447916626930237,-2.0234374701976776
xtail,transitive,bad_to_good,resid_post_layer_13,14,12,1.3229166666666667,2.1822916666666665,-4.447916626930237,-2.0234374701976776
xtail,transitive,bad_to_good,resid_post_layer_20,21,12,1.6303304036458333,2.1287841796875,-4.447916626930237,-2.0234374701976776
xtail,transitive,bad_to_good,resid_post_layer_09,10,12,1.580810546875,1.8778483072916667,-4.447916626930237,-2.0234374701976776
xtail,transitive,bad_to_good,resid_post_layer_12,13,12,0.6643880208333334,1.7802734375,-4.447916626930237,-2.0234374701976776
xtail,transitive,bad_to_good,resid_post_layer_11,12,12,1.2998046875,1.7633463541666667,-4.447916626930237,-2.0234374701976776
xtail,transitive,bad_to_good,resid_post_layer_10,11,12,1.3876546223958333,1.7438557942708333,-4.447916626930237,-2.0234374701976776
xtail,transitive,bad_to_good,resid_post_layer_08,9,12,1.467529296875,1.7032063802083333,-4.447916626930237,-2.0234374701976776
xtail,transitive,bad_to_good,resid_post_layer_06,7,12,1.609130859375,1.6761881510416667,-4.447916626930237,-2.0234374701976776
xtail,transitive,bad_to_good,resid_post_layer_07,8,12,1.1693115234375,1.4948323567708333,-4.447916626930237,-2.0234374701976776
xtail,transitive,bad_to_good,resid_post_layer_02,3,12,0.3570353190104167,1.4762980143229167,-4.447916626930237,-2.0234374701976776
xtail,transitive,bad_to_good,resid_post_layer_05,6,12,1.1744791666666667,1.3870442708333333,-4.447916626930237,-2.0234374701976776
xtail,transitive,bad_to_good,resid_post_layer_04,5,12,0.9261881510416666,1.2237141927083333,-4.447916626930237,-2.0234374701976776
xtail,transitive,bad_to_good,resid_post_layer_03,4,12,0.4769694010416667,1.2173665364583333,-4.447916626930237,-2.0234374701976776
xtail,transitive,bad_to_good,resid_post_layer_00,1,12,-0.2095947265625,1.1094156901041667,-4.447916626930237,-2.0234374701976776
xtail,transitive,bad_to_good,resid_post_layer_01,2,12,0.2978515625,0.9098714192708334,-4.447916626930237,-2.0234374701976776
xtail,transitive,bad_to_good,resid_embed,0,12,-0.1355463663736979,0.41173553466796875,-4.447916626930237,-2.0234374701976776
xtail,transitive,good_to_bad,resid_post_layer_21,22,12,3.7229817708333335,4.3740234375,2.0234374701976776,4.447916626930237
xtail,transitive,good_to_bad,resid_post_layer_19,20,12,3.1638997395833335,4.10791015625,2.0234374701976776,4.447916626930237
xtail,transitive,good_to_bad,resid_post_layer_18,19,12,2.9767252604166665,4.067545572916667,2.0234374701976776,4.447916626930237
xtail,transitive,good_to_bad,resid_post_layer_20,21,12,3.1162109375,3.82958984375,2.0234374701976776,4.447916626930237
xtail,transitive,good_to_bad,resid_post_layer_15,16,12,3.11297607421875,3.8056844075520835,2.0234374701976776,4.447916626930237
xtail,transitive,good_to_bad,resid_post_layer_22,23,12,3.1013997395833335,3.68212890625,2.0234374701976776,4.447916626930237
xtail,transitive,good_to_bad,resid_post_layer_16,17,12,2.6925455729166665,3.56884765625,2.0234374701976776,4.447916626930237
xtail,transitive,good_to_bad,resid_post_layer_14,15,12,2.35986328125,3.2410481770833335,2.0234374701976776,4.447916626930237
xtail,transitive,good_to_bad,resid_post_layer_17,18,12,2.3778483072916665,3.113525390625,2.0234374701976776,4.447916626930237
xtail,transitive,good_to_bad,resid_post_layer_13,14,12,2.2899983723958335,3.1038004557291665,2.0234374701976776,4.447916626930237
xtail,transitive,good_to_bad,resid_post_layer_23,24,12,2.4298502604166665,3.0460611979166665,2.0234374701976776,4.447916626930237
xtail,transitive,good_to_bad,resid_post_layer_12,13,12,2.2969156901041665,3.0116780598958335,2.0234374701976776,4.447916626930237
xtail,transitive,good_to_bad,resid_post_layer_02,3,12,1.458984375,2.822265625,2.0234374701976776,4.447916626930237
xtail,transitive,good_to_bad,resid_post_layer_01,2,12,0.9407552083333334,2.6204427083333335,2.0234374701976776,4.447916626930237
xtail,transitive,good_to_bad,resid_post_layer_11,12,12,1.5631510416666667,2.4856770833333335,2.0234374701976776,4.447916626930237
xtail,transitive,good_to_bad,resid_post_layer_10,11,12,1.223052978515625,2.4579366048177085,2.0234374701976776,4.447916626930237
xtail,transitive,good_to_bad,resid_post_layer_09,10,12,0.7239583333333334,2.361328125,2.0234374701976776,4.447916626930237
xtail,transitive,good_to_bad,resid_post_layer_07,8,12,0.9110514322916666,2.007568359375,2.0234374701976776,4.447916626930237
xtail,transitive,good_to_bad,resid_post_layer_08,9,12,0.6738026936848959,1.9271087646484375,2.0234374701976776,4.447916626930237
xtail,transitive,good_to_bad,resid_post_layer_00,1,12,-0.42099253336588544,1.8174769083658855,2.0234374701976776,4.447916626930237
xtail,transitive,good_to_bad,resid_post_layer_06,7,12,0.5145670572916666,1.6610514322916667,2.0234374701976776,4.447916626930237
xtail,transitive,good_to_bad,resid_post_layer_03,4,12,0.34619140625,1.6407877604166667,2.0234374701976776,4.447916626930237
xtail,transitive,good_to_bad,resid_post_layer_04,5,12,0.7591145833333334,1.5911458333333333,2.0234374701976776,4.447916626930237
xtail,transitive,good_to_bad,resid_post_layer_05,6,12,0.9589513142903646,1.5484695434570312,2.0234374701976776,4.447916626930237
xtail,transitive,good_to_bad,resid_embed,0,12,-0.12237739562988281,1.1254698435465496,2.0234374701976776,4.447916626930237
