model,pair_key,regime,subtask,template_id,source_idx,direction,clean_side,corrupt_side,clean_verb,corrupt_verb,clean_target,corrupt_target,anchor_token_index,site,site_index,attribution,corrupt_metric,clean_metric
EleutherAI/pythia-1.4b,head|drop_argument|drop_object_frame|10,head,drop_argument,drop_object_frame,10,bad_to_good,bad,good,disregard,compete, the,.,7,resid_post_layer_09,10,3.15625,0.6875,7.8125
EleutherAI/pythia-1.4b,head|drop_argument|drop_object_frame|0,head,drop_argument,drop_object_frame,0,bad_to_good,bad,good,update,excel, the,.,7,resid_post_layer_10,11,8.625,-2.375,7.53125
EleutherAI/pythia-1.4b,head|drop_argument|drop_object_frame|1,head,drop_argument,drop_object_frame,1,bad_to_good,bad,good,resolve,arise, the,.,7,resid_post_layer_10,11,2.1875,-0.4375,7.6875
EleutherAI/pythia-1.4b,head|drop_argument|drop_object_frame|2,head,drop_argument,drop_object_frame,2,bad_to_good,bad,good,enter,speak, the,.,7,resid_post_layer_10,11,0.66015625,1.75,4.875
EleutherAI/pythia-1.4b,head|drop_argument|drop_object_frame|3,head,drop_argument,drop_object_frame,3,bad_to_good,bad,good,cruise,agree, the,.,7,resid_post_layer_10,11,1.109375,0.875,6.0
EleutherAI/pythia-1.4b,head|drop_argument|drop_object_frame|5,head,drop_argument,drop_object_frame,5,bad_to_good,bad,good,build,appear, the,.,7,resid_post_layer_10,11,1.9140625,-1.0,7.343749523162842
EleutherAI/pythia-1.4b,head|drop_argument|drop_object_frame|6,head,drop_argument,drop_object_frame,6,bad_to_good,bad,good,celebrate,prevail, the,.,7,resid_post_layer_10,11,6.625,-4.0625,6.0625
EleutherAI/pythia-1.4b,head|drop_argument|drop_object_frame|9,head,drop_argument,drop_object_frame,9,bad_to_good,bad,good,arrive,refer, the,.,7,resid_post_layer_10,11,-1.0703125,6.187499523162842,-1.125
EleutherAI/pythia-1.4b,head|drop_argument|drop_object_frame|10,head,drop_argument,drop_object_frame,10,bad_to_good,bad,good,disregard,compete, the,.,7,resid_post_layer_10,11,3.59375,0.6875,7.8125
EleutherAI/pythia-1.4b,head|drop_argument|drop_object_frame|0,head,drop_argument,drop_object_frame,0,bad_to_good,bad,good,update,excel, the,.,7,resid_post_layer_11,12,6.1875,-2.375,7.53125
EleutherAI/pythia-1.4b,head|drop_argument|drop_object_frame|1,head,drop_argument,drop_object_frame,1,bad_to_good,bad,good,resolve,arise, the,.,7,resid_post_layer_11,12,1.84375,-0.4375,7.6875
EleutherAI/pythia-1.4b,head|drop_argument|drop_object_frame|2,head,drop_argument,drop_object_frame,2,bad_to_good,bad,good,enter,speak, the,.,7,resid_post_layer_11,12,0.291015625,1.75,4.875
EleutherAI/pythia-1.4b,head|drop_argument|drop_object_frame|3,head,drop_argument,drop_object_frame,3,bad_to_good,bad,good,cruise,agree, the,.,7,resid_post_layer_11,12,0.427734375,0.875,6.0
EleutherAI/pythia-1.4b,head|drop_argument|drop_object_frame|5,head,drop_argument,drop_object_frame,5,bad_to_good,bad,good,build,appear, the,.,7,resid_post_layer_11,12,2.6875,-1.0,7.343749523162842
EleutherAI/pythia-1.4b,head|drop_argument|drop_object_frame|6,head,drop_argument,drop_object_frame,6,bad_to_good,bad,good,celebrate,prevail, the,.,7,resid_post_layer_11,12,6.4375,-4.0625,6.0625
EleutherAI/pythia-1.4b,head|drop_argument|drop_object_frame|9,head,drop_argument,drop_object_frame,9,bad_to_good,bad,good,arrive,refer, the,.,7,resid_post_layer_11,12,-1.7265625,6.187499523162842,-1.125
EleutherAI/pythia-1.4b,head|drop_argument|drop_object_frame|10,head,drop_argument,drop_object_frame,10,bad_to_good,bad,good,disregard,compete, the,.,7,resid_post_layer_11,12,1.9765625,0.6875,7.8125
EleutherAI/pythia-1.4b,head|drop_argument|drop_object_frame|0,head,drop_argument,drop_object_frame,0,bad_to_good,bad,good,update,excel, the,.,7,resid_post_layer_12,13,7.1875,-2.375,7.53125
EleutherAI/pythia-1.4b,head|drop_argument|drop_object_frame|1,head,drop_argument,drop_object_frame,1,bad_to_good,bad,good,resolve,arise, the,.,7,resid_post_layer_12,13,2.953125,-0.4375,7.6875
EleutherAI/pythia-1.4b,head|drop_argument|drop_object_frame|2,head,drop_argument,drop_object_frame,2,bad_to_good,bad,good,enter,speak, the,.,7,resid_post_layer_12,13,0.81640625,1.75,4.875
EleutherAI/pythia-1.4b,head|drop_argument|drop_object_frame|3,head,drop_argument,drop_object_frame,3,bad_to_good,bad,good,cruise,agree, the,.,7,resid_post_layer_12,13,1.0703125,0.875,6.0
EleutherAI/pythia-1.4b,head|drop_argument|drop_object_frame|5,head,drop_argument,drop_object_frame,5,bad_to_good,bad,good,build,appear, the,.,7,resid_post_layer_12,13,2.265625,-1.0,7.343749523162842
EleutherAI/pythia-1.4b,head|drop_argument|drop_object_frame|6,head,drop_argument,drop_object_frame,6,bad_to_good,bad,good,celebrate,prevail, the,.,7,resid_post_layer_12,13,8.0,-4.0625,6.0625
EleutherAI/pythia-1.4b,head|drop_argument|drop_object_frame|9,head,drop_argument,drop_object_frame,9,bad_to_good,bad,good,arrive,refer, the,.,7,resid_post_layer_12,13,-1.453125,6.187499523162842,-1.125
EleutherAI/pythia-1.4b,head|drop_argument|drop_object_frame|10,head,drop_argument,drop_object_frame,10,bad_to_good,bad,good,disregard,compete, the,.,7,resid_post_layer_12,13,3.5,0.6875,7.8125
EleutherAI/pythia-1.4b,head|drop_argument|drop_object_frame|0,head,drop_argument,drop_object_frame,0,bad_to_good,bad,good,update,excel, the,.,7,resid_post_layer_13,14,6.40625,-2.375,7.53125
EleutherAI/pythia-1.4b,head|drop_argument|drop_object_frame|1,head,drop_argument,drop_object_frame,1,bad_to_good,bad,good,resolve,arise, the,.,7,resid_post_layer_13,14,4.09375,-0.4375,7.6875
EleutherAI/pythia-1.4b,head|drop_argument|drop_object_frame|2,head,drop_argument,drop_object_frame,2,bad_to_good,bad,good,enter,speak, the,.,7,resid_post_layer_13,14,0.302734375,1.75,4.875
EleutherAI/pythia-1.4b,head|drop_argument|drop_object_frame|3,head,drop_argument,drop_object_frame,3,bad_to_good,bad,good,cruise,agree, the,.,7,resid_post_layer_13,14,0.72265625,0.875,6.0
EleutherAI/pythia-1.4b,head|drop_argument|drop_object_frame|5,head,drop_argument,drop_object_frame,5,bad_to_good,bad,good,build,appear, the,.,7,resid_post_layer_13,14,1.3671875,-1.0,7.343749523162842
EleutherAI/pythia-1.4b,head|drop_argument|drop_object_frame|6,head,drop_argument,drop_object_frame,6,bad_to_good,bad,good,celebrate,prevail, the,.,7,resid_post_layer_13,14,8.0625,-4.0625,6.0625
EleutherAI/pythia-1.4b,head|drop_argument|drop_object_frame|9,head,drop_argument,drop_object_frame,9,bad_to_good,bad,good,arrive,refer, the,.,7,resid_post_layer_13,14,-1.8046875,6.187499523162842,-1.125
EleutherAI/pythia-1.4b,head|drop_argument|drop_object_frame|10,head,drop_argument,drop_object_frame,10,bad_to_good,bad,good,disregard,compete, the,.,7,resid_post_layer_13,14,4.90625,0.6875,7.8125
EleutherAI/pythia-1.4b,head|drop_argument|drop_object_frame|0,head,drop_argument,drop_object_frame,0,bad_to_good,bad,good,update,excel, the,.,7,resid_post_layer_14,15,5.9375,-2.375,7.53125
EleutherAI/pythia-1.4b,head|drop_argument|drop_object_frame|1,head,drop_argument,drop_object_frame,1,bad_to_good,bad,good,resolve,arise, the,.,7,resid_post_layer_14,15,4.84375,-0.4375,7.6875
EleutherAI/pythia-1.4b,head|drop_argument|drop_object_frame|2,head,drop_argument,drop_object_frame,2,bad_to_good,bad,good,enter,speak, the,.,7,resid_post_layer_14,15,0.2890625,1.75,4.875
EleutherAI/pythia-1.4b,head|drop_argument|drop_object_frame|3,head,drop_argument,drop_object_frame,3,bad_to_good,bad,good,cruise,agree, the,.,7,resid_post_layer_14,15,1.6015625,0.875,6.0
EleutherAI/pythia-1.4b,head|drop_argument|drop_object_frame|5,head,drop_argument,drop_object_frame,5,bad_to_good,bad,good,build,appear, the,.,7,resid_post_layer_14,15,1.46875,-1.0,7.343749523162842
EleutherAI/pythia-1.4b,head|drop_argument|drop_object_frame|6,head,drop_argument,drop_object_frame,6,bad_to_good,bad,good,celebrate,prevail, the,.,7,resid_post_layer_14,15,9.25,-4.0625,6.0625
EleutherAI/pythia-1.4b,head|drop_argument|drop_object_frame|9,head,drop_argument,drop_object_frame,9,bad_to_good,bad,good,arrive,refer, the,.,7,resid_post_layer_14,15,-3.265625,6.187499523162842,-1.125
EleutherAI/pythia-1.4b,head|drop_argument|drop_object_frame|10,head,drop_argument,drop_object_frame,10,bad_to_good,bad,good,disregard,compete, the,.,7,resid_post_layer_14,15,6.125,0.6875,7.8125
EleutherAI/pythia-1.4b,head|drop_argument|drop_object_frame|0,head,drop_argument,drop_object_frame,0,bad_to_good,bad,good,update,excel, the,.,7,resid_post_layer_15,16,8.0625,-2.375,7.53125
