regime,subtask,direction,site,site_index,n,mean_attribution,mean_abs_attribution,mean_corrupt_metric,mean_clean_metric
head,inchoative,bad_to_good,resid_post_layer_02,3,18,1.5540364583333333,1.8882378472222223,-0.3506944643126594,4.932291679912144
head,inchoative,bad_to_good,resid_post_layer_01,2,18,1.2629123263888888,1.5565321180555556,-0.3506944643126594,4.932291679912144
head,inchoative,bad_to_good,resid_post_layer_00,1,18,1.0200737847222223,1.3531901041666667,-0.3506944643126594,4.932291679912144
head,inchoative,bad_to_good,resid_embed,0,18,0.9716525607638888,0.9716525607638888,-0.3506944643126594,4.932291679912144
head,inchoative,good_to_bad,resid_post_layer_16,17,18,5.793402777777778,5.793402777777778,-4.932291679912144,0.3506944643126594
head,inchoative,good_to_bad,resid_post_layer_18,19,18,5.326822916666667,5.326822916666667,-4.932291679912144,0.3506944643126594
head,inchoative,good_to_bad,resid_post_layer_23,24,18,5.276041666666667,5.276041666666667,-4.932291679912144,0.3506944643126594
head,inchoative,good_to_bad,resid_post_layer_19,20,18,5.271701388888889,5.271701388888889,-4.932291679912144,0.3506944643126594
head,inchoative,good_to_bad,resid_post_layer_14,15,18,5.196180555555555,5.196180555555555,-4.932291679912144,0.3506944643126594
head,inchoative,good_to_bad,resid_post_layer_17,18,18,4.948784722222222,4.948784722222222,-4.932291679912144,0.3506944643126594
head,inchoative,good_to_bad,resid_post_layer_15,16,18,4.600694444444445,4.600694444444445,-4.932291679912144,0.3506944643126594
head,inchoative,good_to_bad,resid_post_layer_20,21,18,4.514756944444445,4.514756944444445,-4.932291679912144,0.3506944643126594
head,inchoative,good_to_bad,resid_post_layer_22,23,18,4.466362847222222,4.466362847222222,-4.932291679912144,0.3506944643126594
head,inchoative,good_to_bad,resid_post_layer_13,14,18,4.066514756944445,4.109266493055555,-4.932291679912144,0.3506944643126594
head,inchoative,good_to_bad,resid_post_layer_21,22,18,1.7263454861111112,3.441189236111111,-4.932291679912144,0.3506944643126594
head,inchoative,good_to_bad,resid_post_layer_12,13,18,3.2509765625,3.3204210069444446,-4.932291679912144,0.3506944643126594
head,inchoative,good_to_bad,resid_post_layer_11,12,18,3.0370042588975696,3.0958964029947915,-4.932291679912144,0.3506944643126594
head,inchoative,good_to_bad,resid_post_layer_10,11,18,2.389133029513889,2.5638292100694446,-4.932291679912144,0.3506944643126594
head,inchoative,good_to_bad,resid_post_layer_09,10,18,1.9037543402777777,2.1246744791666665,-4.932291679912144,0.3506944643126594
head,inchoative,good_to_bad,resid_post_layer_08,9,18,1.9003770616319444,2.0796576605902777,-4.932291679912144,0.3506944643126594
head,inchoative,good_to_bad,resid_post_layer_03,4,18,1.8846164279513888,2.0593126085069446,-4.932291679912144,0.3506944643126594
head,inchoative,good_to_bad,resid_post_layer_07,8,18,1.8818562825520833,2.01824951171875,-4.932291679912144,0.3506944643126594
head,inchoative,good_to_bad,resid_post_layer_05,6,18,1.5322401258680556,1.8878987630208333,-4.932291679912144,0.3506944643126594
head,inchoative,good_to_bad,resid_post_layer_06,7,18,1.4187961154513888,1.8496500651041667,-4.932291679912144,0.3506944643126594
head,inchoative,good_to_bad,resid_post_layer_04,5,18,1.4260932074652777,1.8201904296875,-4.932291679912144,0.3506944643126594
head,inchoative,good_to_bad,resid_post_layer_02,3,18,1.6748996310763888,1.7847357855902777,-4.932291679912144,0.3506944643126594
head,inchoative,good_to_bad,resid_post_layer_01,2,18,1.5560980902777777,1.6967230902777777,-4.932291679912144,0.3506944643126594
head,inchoative,good_to_bad,resid_post_layer_00,1,18,1.1230807834201388,1.3847995334201388,-4.932291679912144,0.3506944643126594
head,inchoative,good_to_bad,resid_embed,0,18,0.5803358289930556,0.7198215060763888,-4.932291679912144,0.3506944643126594
tail,inchoative,bad_to_good,resid_post_layer_19,20,13,3.984375,4.2842548076923075,-0.3221153662754939,2.6971154029552755
tail,inchoative,bad_to_good,resid_post_layer_15,16,13,4.150597205528846,4.2452862079326925,-0.3221153662754939,2.6971154029552755
tail,inchoative,bad_to_good,resid_post_layer_21,22,13,3.9438100961538463,4.193209134615385,-0.3221153662754939,2.6971154029552755
tail,inchoative,bad_to_good,resid_post_layer_16,17,13,3.3728966346153846,4.170372596153846,-0.3221153662754939,2.6971154029552755
tail,inchoative,bad_to_good,resid_post_layer_20,21,13,3.656550480769231,4.011117788461538,-0.3221153662754939,2.6971154029552755
tail,inchoative,bad_to_good,resid_post_layer_14,15,13,3.84375,4.0108173076923075,-0.3221153662754939,2.6971154029552755
tail,inchoative,bad_to_good,resid_post_layer_18,19,13,3.7760948768028846,4.0028076171875,-0.3221153662754939,2.6971154029552755
tail,inchoative,bad_to_good,resid_post_layer_13,14,13,3.4965444711538463,3.8252704326923075,-0.3221153662754939,2.6971154029552755
tail,inchoative,bad_to_good,resid_post_layer_22,23,13,3.3125,3.7884615384615383,-0.3221153662754939,2.6971154029552755
tail,inchoative,bad_to_good,resid_post_layer_17,18,13,3.0435697115384617,3.671574519230769,-0.3221153662754939,2.6971154029552755
tail,inchoative,bad_to_good,resid_post_layer_12,13,13,3.0655048076923075,3.3467548076923075,-0.3221153662754939,2.6971154029552755
tail,inchoative,bad_to_good,resid_post_layer_23,24,13,3.016826923076923,3.321514423076923,-0.3221153662754939,2.6971154029552755
tail,inchoative,bad_to_good,resid_post_layer_10,11,13,2.5078876201923075,2.913837139423077,-0.3221153662754939,2.6971154029552755
tail,inchoative,bad_to_good,resid_post_layer_11,12,13,2.4893329326923075,2.9091045673076925,-0.3221153662754939,2.6971154029552755
tail,inchoative,bad_to_good,resid_post_layer_06,7,13,2.148662860576923,2.7817758413461537,-0.3221153662754939,2.6971154029552755
tail,inchoative,bad_to_good,resid_post_layer_05,6,13,1.8655911959134615,2.6468787560096154,-0.3221153662754939,2.6971154029552755
tail,inchoative,bad_to_good,resid_post_layer_09,10,13,2.258563701923077,2.6416766826923075,-0.3221153662754939,2.6971154029552755
tail,inchoative,bad_to_good,resid_post_layer_08,9,13,2.1983173076923075,2.558293269230769,-0.3221153662754939,2.6971154029552755
tail,inchoative,bad_to_good,resid_post_layer_07,8,13,1.954345703125,2.449199969951923,-0.3221153662754939,2.6971154029552755
tail,inchoative,bad_to_good,resid_post_layer_04,5,13,1.4918523935171275,2.387209965632512,-0.3221153662754939,2.6971154029552755
tail,inchoative,bad_to_good,resid_post_layer_02,3,13,1.6413010817307692,2.267352764423077,-0.3221153662754939,2.6971154029552755
tail,inchoative,bad_to_good,resid_post_layer_03,4,13,1.4279127854567308,1.9978684645432692,-0.3221153662754939,2.6971154029552755
tail,inchoative,bad_to_good,resid_post_layer_01,2,13,0.9517728365384616,1.5111929086538463,-0.3221153662754939,2.6971154029552755
tail,inchoative,bad_to_good,resid_post_layer_00,1,13,0.6770747258112981,0.9291780911959134,-0.3221153662754939,2.6971154029552755
tail,inchoative,bad_to_good,resid_embed,0,13,0.2860764723557692,0.7920485276442307,-0.3221153662754939,2.6971154029552755
tail,inchoative,good_to_bad,resid_post_layer_23,24,13,3.016826923076923,3.321514423076923,-2.6971154029552755,0.3221153662754939
tail,inchoative,good_to_bad,resid_post_layer_20,21,13,2.546574519230769,3.0640024038461537,-2.6971154029552755,0.3221153662754939
tail,inchoative,good_to_bad,resid_post_layer_16,17,13,2.558293269230769,2.8876201923076925,-2.6971154029552755,0.3221153662754939
